"PLOTNO","BLU_min","BLU_max","BLU_med","GRN_min","GRN_max","GRN_med","NIR_min","NIR_max","NIR_med","RGE_min","RGE_max","RGE_med","RED_min","RED_max","RED_med","CT_min","CT_max","CT_med","NDVI_min","NDVI_max","NDVI_med","EXG_min","EXG_max","EXG_med","OSAVI_min","OSAVI_max","OSAVI_med","SAVI_min","SAVI_max","SAVI_med","SAVIl_min","SAVIl_max","SAVIl_med","SAVIRE1_min","SAVIRE1_max","SAVIRE1_med","MSR_min","MSR_max","MSR_med","NDRE_min","NDRE_max","NDRE_med","VARI_min","VARI_max","VARI_med","CC1_min","CC1_max","CC1_med","Clgrn_min","Clgrn_max","Clgrn_med","ARI_min","ARI_max","ARI_med","TGI2_min","TGI2_max","TGI2_med","GLI2_min","GLI2_max","GLI2_med","SRRED_min","SRRED_max","SRRED_med","HTNDVI_min","HTNDVI_max","HTNDVI_med","NDVI_97_min","NDVI_97_max","NDVI_97_med","NDRE_97_min","NDRE_97_max","NDRE_97_med","ARI_97_min","ARI_97_max","ARI_97_med","altHT_97_min","altHT_97_max","altHT_97_med","CT_5_min","CT_5_max","CT_5_med","altHT.stdev_min","altHT.stdev_max","altHT.stdev_med","NIR.stdev_min","NIR.stdev_max","NIR.stdev_med","RGE.stdev_min","RGE.stdev_max","RGE.stdev_med","RED.stdev_min","RED.stdev_max","RED.stdev_med","GRN.stdev_min","GRN.stdev_max","GRN.stdev_med","BLU.stdev_min","BLU.stdev_max","BLU.stdev_med","CT.stdev_min","CT.stdev_max","CT.stdev_med","MScountplot_min","MScountplot_max","MScountplot_med","MScount_min","MScount_max","MScount_med","biovol_min","biovol_max","biovol_med","hills_min","hills_max","hills_med","PCplot_min","PCplot_max","PCplot_med","HTAVG","YLDTON","GERMPLASMNAME","row","col","REP","PRECTOTCORR","RH2M","T2M"
73,0.008250188,0.02882801,0.018777711,0.031392403,0.081963278,0.056399386,0.305630028,0.559512585,0.47495687,0.089233119,0.173058182,0.124044769,0.007112777,0.055610333,0.021669533,29.70959091,34.51692963,30.90507317,0.719079879,0.972069807,0.919120246,0.316485728,1.005854524,0.755980032,0.578052577,0.862043232,0.809113268,0.460880784,0.762057729,0.682109971,0.388213764,0.693033191,0.617568363,0.291678798,0.597760393,0.492202951,1.918671882,8.225749544,4.570538999,0.384121482,0.699198874,0.591101905,0.085586453,0.801651518,0.59070506,0.476064266,0.811472263,0.712835845,4.216347534,15.0530655,7.94674173,2.970208906,10.40154186,5.021887365,2.27174606,4.767614104,2.545848636,0.219960691,0.602806885,0.476860727,6.119461547,70.60709519,23.72806723,0.581493776,0.996617887,0.824685392,0.837344833,0.984899469,0.953168698,0.515850612,0.750832347,0.644844334,4.748856409,14.81022923,8.003459454,0.682393837,1.158753052,1.020681305,29.45226707,34.27167034,30.61391678,0.018528109,0.068266718,0.028728928,0.055454005,0.118126051,0.086553772,0.016817944,0.0676262,0.03148774,0.002172444,0.031061716,0.009397583,0.00698738,0.03213926,0.016436071,0.002240418,0.013073056,0.006982831,0.133885303,0.435264035,0.279481505,7704,8325,7848,5770,8202,7793,1.269460664,2.454347684,2.076635619,41,58,50,0.742026749,0.994005102,0.970812808,114.4,6.12,"IR19A6969",68,2,1,5.57,90.25,23.98
74,0.012900648,0.045131223,0.021309847,0.048797475,0.121144772,0.067718491,0.433101356,0.68586576,0.594403118,0.126385212,0.255722836,0.159995958,0.012455794,0.078386154,0.022054456,29.64203644,34.71515656,30.8243227,0.734112791,0.960051636,0.932474894,0.482362353,0.97335777,0.82945811,0.661535933,0.895073161,0.866862116,0.587416506,0.830400052,0.777309651,0.52754831,0.782404715,0.718770701,0.303413913,0.607418783,0.544280857,2.013395371,6.792976226,5.074806759,0.334563114,0.6563036,0.594466835,0.272689363,0.79721112,0.666381121,0.434129285,0.776563085,0.720313085,3.222215953,11.50420264,8.259914638,2.22163257,7.674738773,5.327792869,3.473352065,5.832370508,4.032039669,0.322840267,0.587143223,0.51524918,6.521986502,49.06462942,28.61861343,0.747910712,1.034002841,0.888125097,0.808318366,0.981115626,0.952871332,0.419320862,0.72915774,0.6387294,3.140457126,12.29152849,7.867458704,0.826128235,1.192207527,1.068615952,29.3321331,34.34379425,30.56331892,0.016198538,0.030210094,0.019430806,0.052962037,0.114368349,0.066708728,0.019206414,0.070351544,0.03098244,0.002535311,0.023701729,0.006557904,0.008275111,0.034571171,0.014816642,0.002806597,0.012815432,0.005297971,0.179006842,0.483742301,0.243989372,7704,8369,7914,7004,8369,7914,1.707964867,2.502972012,2.196754174,45,62,50,0.893139505,1,0.999610592,113,7.44,"IR19A7047",67,2,1,5.57,90.25,23.98
75,0.010831506,0.030598071,0.017574437,0.045512013,0.086494952,0.057864074,0.221619725,0.68678385,0.575155318,0.116086334,0.199415401,0.146446511,0.010008943,0.054186072,0.017690925,29.63216972,35.06835938,30.88403034,0.708619131,0.967278936,0.944260682,0.369876269,1.049806413,0.903464454,0.492556896,0.903238775,0.869686764,0.351174006,0.836801191,0.767577162,0.283061445,0.787924772,0.709835719,0.203783312,0.614304102,0.542838501,1.856510258,7.562284628,5.656217193,0.322598801,0.663144203,0.605467693,0.143992004,0.829893887,0.705277592,0.415626763,0.784358255,0.733007561,3.632933065,12.38484078,9.069098292,2.685635965,8.439829832,6.016125167,1.946426447,5.536048485,3.760877479,0.253926825,0.623671282,0.55275069,5.863868601,60.12270668,34.88131429,0.38818884,1.068629662,0.817143929,0.829574991,0.983509539,0.963404717,0.425145122,0.727378183,0.651668462,3.941972116,12.37281563,8.822967013,0.737502403,1.203762436,1.035597076,29.35078239,34.51427422,30.43982582,0.017848843,0.23931013,0.022383919,0.059312116,0.101342458,0.072845952,0.019427254,0.063191259,0.029383415,0.00225676,0.026713171,0.005860378,0.007999012,0.029633333,0.014145035,0.002470872,0.011596437,0.004548206,0.16740935,0.776102528,0.342238215,7688,8393,7860,4723,8393,7739,0.803932364,2.580052979,1.891611939,32,51,48,0.607772487,1,0.99524177,110.4,7.28,"IR17A2799",66,2,1,5.57,90.25,23.98
76,0.017054451,0.037418224,0.022405232,0.065159187,0.102254957,0.081468713,0.401145011,0.799418777,0.668073207,0.165687971,0.235286057,0.195603058,0.014003126,0.073189981,0.020886717,29.63834858,35.87938309,31.05340576,0.699541745,0.957431705,0.949057921,0.369579989,1.028323368,0.965870704,0.587181403,0.920848206,0.893869933,0.493809609,0.88366632,0.817007032,0.438869763,0.854309985,0.761100144,0.254643373,0.596748615,0.550837352,1.804831091,6.562656531,5.946609014,0.298792115,0.614266025,0.583960218,0.126997251,0.826256468,0.749287722,0.389434757,0.743138766,0.721486532,3.500914561,9.491872319,8.692633783,2.63425937,6.326813446,5.719449294,3.326735105,6.074123489,5.118442433,0.253740627,0.613518638,0.583505348,5.656498758,45.98332415,38.2602746,0.296898118,1.174543461,0.85035027,0.836256613,0.971163646,0.958204654,0.408910481,0.677136743,0.629350331,3.786546789,9.104134554,6.961703057,0.559298859,1.306716576,1.090763016,29.39427443,34.80676174,30.51447096,0.018527715,0.312935548,0.024968294,0.048962577,0.17353344,0.066024723,0.020394336,0.104868157,0.028628427,0.002381642,0.050205154,0.005170243,0.00924943,0.048223055,0.013817521,0.002459747,0.020614844,0.004007555,0.232210234,1.034320278,0.342003939,7699,8366,7848,5257,8366,7846,0.677934245,2.804917121,2.026584779,26,54,48,0.670450198,1,0.998989516,114.8,4.69,"IR18A1620",65,2,1,5.57,90.25,23.98
77,0.012161815,0.039105752,0.018006936,0.043832839,0.101741605,0.060098851,0.377596349,0.694559753,0.565030545,0.112840597,0.240645424,0.150837868,0.010533455,0.093158357,0.018478803,29.64629936,34.79410934,30.71884727,0.649504562,0.961333714,0.941798004,0.318932697,0.963004573,0.878061774,0.562260393,0.902751217,0.861541861,0.481250758,0.838999305,0.762536159,0.430071202,0.791675427,0.702916266,0.237372249,0.613684534,0.548387946,1.551515149,6.913897572,5.520822995,0.271979842,0.665953129,0.611966476,0.065702782,0.824473179,0.678708287,0.35151638,0.784035018,0.737150123,3.227907557,12.375593,9.215087858,2.47161891,8.439870002,6.054415672,3.050329641,5.549312176,3.60511009,0.221535773,0.582109824,0.540006553,4.706208393,50.72464707,33.36308261,0.594454313,1.187746671,0.974518845,0.783112655,0.978342553,0.96371039,0.337190727,0.730076505,0.670059033,3.798554606,12.73370783,8.985521316,0.811611404,1.343275185,1.163550758,29.3842577,34.49115353,30.32482815,0.013327007,0.102390439,0.027924781,0.056748769,0.14433693,0.073594956,0.018834347,0.09379543,0.03378288,0.002093368,0.040656673,0.007148173,0.007669512,0.04359936,0.01834191,0.002287691,0.01667589,0.005432467,0.230392138,0.519292417,0.307188311,7704,8382,7920,5849,8373,7919,1.491652142,2.848233041,2.32666483,39,59,50,0.752186214,1,0.998926271,131.4,6.84,"IRRI 168",64,2,1,5.57,90.25,23.98
78,0.013961918,0.049418513,0.023683568,0.049309654,0.124127351,0.079579614,0.445550427,0.733068079,0.602167338,0.126039401,0.269541025,0.18232578,0.011533289,0.107362226,0.026543227,29.77190304,34.97761917,30.80468845,0.635442776,0.959771167,0.923485367,0.318997112,0.982123167,0.862421419,0.569496114,0.908996081,0.86654688,0.502920905,0.85534321,0.768431319,0.459258158,0.814869606,0.712965289,0.256011412,0.608135585,0.527253304,1.488362056,6.767277459,4.721421435,0.281259809,0.652225144,0.551394782,0.084094397,0.822275729,0.653841019,0.358503133,0.773552732,0.683307454,2.89293581,11.48416846,7.052750349,2.11052876,7.810138435,4.5961848,3.471240738,5.852199815,4.519725267,0.221577211,0.59138833,0.532093793,4.486107162,48.71558658,25.13879111,0.650352615,1.000408307,0.840844825,0.764215502,0.974044589,0.951462687,0.376330741,0.708901008,0.643303991,3.201528927,11.1065694,7.241331367,0.748760605,1.153760757,1.06358345,29.49207935,34.69317112,30.27418575,0.014683478,0.031139724,0.025278592,0.05142408,0.114608865,0.074747427,0.019230156,0.076876508,0.037334366,0.00221875,0.035067281,0.008807147,0.007914466,0.038120267,0.0179532,0.002357892,0.014872809,0.006205713,0.213647335,0.574662053,0.314849658,7704,8384,7924,6436,8365,7924,1.555580437,2.382489823,2.100321296,43,60,50,0.828633964,1,0.997733779,108,4.97,"IR19A2044",63,2,1,5.57,90.25,23.98
79,0.019424479,0.04942554,0.026472949,0.065825656,0.141159154,0.087956395,0.487605393,0.79505226,0.664781272,0.162803307,0.296470389,0.200287402,0.016384772,0.085276321,0.026404185,29.76534462,34.95557404,30.86719322,0.732478942,0.946056441,0.928583205,0.533261383,0.942753925,0.876141264,0.679653223,0.91099993,0.86812621,0.61861727,0.874207582,0.801599515,0.568222782,0.845519491,0.762927953,0.290309137,0.585655051,0.517526081,2.002770359,5.760527416,4.914005568,0.305797657,0.605041889,0.560528154,0.316093027,0.788740133,0.682379936,0.404404162,0.733609723,0.692644953,2.932465015,8.737109369,7.237671652,2.046329373,5.751798635,4.68145789,4.603936954,7.293003514,5.628288264,0.352899163,0.572203638,0.539037663,6.476047001,36.075789,27.00461714,0.717609408,1.134101014,0.97282517,0.808115799,0.96524025,0.950387451,0.382488581,0.673874486,0.605427088,2.972658372,8.70516519,6.479502241,0.802211761,1.283457985,1.170550499,29.55581942,34.71107674,30.44478493,0.016685621,0.031477864,0.024513447,0.057067269,0.122479227,0.071203251,0.024160418,0.078981206,0.036493465,0.002809569,0.024678216,0.007689664,0.010315994,0.040082777,0.018485096,0.002979523,0.013792666,0.005930987,0.196536445,0.504560041,0.270776555,7704,8377,7914,7070,8374,7898,1.661710843,2.783440547,2.456578886,37,54,46,0.901785714,1,0.997978266,122.4,5.6,"IR19A1708",62,2,1,5.57,90.25,23.98
80,0.01317128,0.041254848,0.022496766,0.045233235,0.105336607,0.067227319,0.400107637,0.663900316,0.564608037,0.113767937,0.227858663,0.157660268,0.011763169,0.091600794,0.025563231,29.69947052,34.99189758,30.7201643,0.645127115,0.960789304,0.921905139,0.3251348,0.948004254,0.863534055,0.558300676,0.889233198,0.857101479,0.469806288,0.81918776,0.752434326,0.416815567,0.767723008,0.694472474,0.247247575,0.594908321,0.511532295,1.531524283,6.861844624,4.665412025,0.287662833,0.662294984,0.543851948,0.083601693,0.811585403,0.660455969,0.365880454,0.780206794,0.676610056,2.965332459,11.8535136,6.851884122,2.14406063,7.972536299,4.473797366,3.085433217,5.387240581,3.752641817,0.22552,0.574779773,0.532658379,4.635820871,50.00649025,24.60987964,0.623613662,0.982058217,0.826742966,0.80943994,0.978648461,0.951499832,0.385182467,0.737462414,0.633287329,3.63485091,12.85378752,7.304456702,0.745803299,1.126204376,1.033623505,29.361866,34.73742409,30.43363829,0.017180625,0.033242365,0.024189537,0.058553307,0.102223246,0.070220731,0.01898422,0.072724872,0.036614409,0.002248184,0.04652066,0.007348955,0.007907199,0.035363939,0.017278232,0.002388322,0.016137893,0.005808707,0.151617151,0.446611998,0.237957981,7704,8317,7928,6376,8317,7928,1.513863375,2.334996223,2.08133665,40,62,48,0.819958848,1,0.99325026,107,6.19,"IR17A2916",61,2,1,5.57,90.25,23.98
81,0.020489308,0.038566662,0.026792293,0.068966538,0.109128192,0.093331389,0.422411457,0.780412495,0.682776153,0.171377733,0.24582836,0.209734857,0.017673662,0.078194968,0.027845539,29.76212502,35.03375244,30.78085327,0.691286126,0.944562174,0.927142706,0.420608627,0.932222507,0.887965897,0.600486229,0.906790751,0.869912997,0.507379973,0.86697962,0.794109326,0.449901516,0.835917034,0.753316252,0.257063487,0.573715857,0.517442512,1.759522272,5.67338754,4.857637071,0.296956225,0.597009559,0.545392009,0.182758144,0.776917482,0.692819735,0.385986772,0.726709135,0.679954513,3.054209235,8.409367365,6.883610007,2.212413968,5.475474924,4.479017717,4.672268032,6.951208452,5.834165897,0.285441664,0.567019739,0.544991055,5.478490919,35.07645053,26.45092332,0.566897097,1.022075013,0.876659543,0.794054733,0.962968304,0.948712772,0.370345651,0.663849348,0.608722807,3.284183984,7.837242998,6.369240687,0.763964729,1.163454742,1.032233047,29.50196314,34.63641129,30.45744629,0.017756001,0.063686906,0.024269068,0.05853685,0.133074924,0.073432073,0.025142693,0.07956526,0.038466332,0.003124911,0.031186818,0.006460139,0.010778372,0.039536849,0.018313409,0.003151676,0.014694936,0.005557228,0.169915556,0.538872211,0.301094727,7701,8371,7930,5850,8371,7930,1.359385107,2.492475933,2.195814234,44,52,50,0.753089598,1,0.998088198,107,5.56,"IR18A2507",60,2,1,5.57,90.25,23.98
82,0.01517952,0.045138583,0.019562031,0.051268922,0.126951635,0.067545723,0.472835109,0.708537638,0.594338834,0.129210822,0.28611806,0.165371947,0.012628999,0.083973572,0.017801596,29.75501442,34.50837898,30.72333336,0.746160014,0.954621721,0.950916813,0.48285795,0.951980739,0.907716271,0.69283621,0.903572102,0.850041599,0.628690338,0.844611703,0.777162542,0.562635503,0.799872441,0.722049055,0.320600869,0.595685314,0.518185763,2.094435315,6.337563174,6.070034316,0.334800282,0.641258091,0.589208868,0.255894045,0.804102234,0.740267213,0.436762456,0.763700946,0.72377964,3.537983946,10.50296357,9.051267795,2.537537429,7.025101998,6.182523491,3.544064728,6.080756236,4.70101361,0.323136237,0.576727246,0.554870873,6.878979321,43.07395043,39.74715024,0.644034545,1.016932117,0.864743564,0.816401452,0.971278897,0.961633554,0.398842082,0.700902817,0.637598706,3.546979866,10.38806262,7.831112539,0.721721001,1.139519348,1.015012779,29.36633844,34.23574257,30.38596783,0.012032562,0.046675997,0.017443803,0.049817623,0.097216333,0.06932959,0.020056687,0.058899421,0.030525154,0.002266906,0.025092082,0.004191228,0.008287418,0.028813475,0.014309375,0.002500718,0.010123461,0.004122542,0.175377029,0.494785287,0.327291879,7692,8398,7920,7535,8396,7865,1.477312448,2.473053134,2.167763582,43,60,50,0.969007202,1,0.998182762,104,7.44,"IR20X1003",59,2,1,5.57,90.25,23.98
83,0.012485007,0.026967876,0.018551826,0.041173782,0.078633003,0.062475115,0.290248305,0.655568123,0.538173348,0.105045766,0.180055507,0.141900614,0.012068749,0.045124721,0.019091198,29.83438492,34.58078003,30.79937649,0.782353235,0.958919676,0.938647873,0.426011379,0.880489553,0.828891527,0.526542993,0.892534743,0.826419823,0.40227067,0.819849822,0.749859502,0.335812662,0.766099534,0.678290584,0.232867267,0.612426481,0.510062196,2.371601806,6.690834682,5.359236035,0.368018178,0.682275908,0.606871344,0.270086454,0.770415585,0.655043724,0.47835293,0.794152994,0.732209,4.109898169,13.25772326,8.873192543,2.974031669,8.958877937,5.788367836,2.225759941,4.920954794,3.299292788,0.288755276,0.541230266,0.514957639,8.189201598,47.6851081,31.59870662,0.594845199,1.052455798,0.893650009,0.877613784,0.974937395,0.963205984,0.493319257,0.740084379,0.661754235,4.83433146,13.0435305,8.828216439,0.733169556,1.197420197,1.068435326,29.36478043,34.25562286,30.29599075,0.024583349,0.210798822,0.050325276,0.084408017,0.202089924,0.099296336,0.023009905,0.103019239,0.039485598,0.002433787,0.032938981,0.0096894,0.009315171,0.047944407,0.021264834,0.002668006,0.015667572,0.006678705,0.163486791,0.467567859,0.32668629,7704,8289,7926,4456,8154,7759,1.036690854,2.482356344,1.988501973,20,56,50,0.56829486,0.995586937,0.978452752,105,6.65,"IR19A6963",58,2,1,5.57,90.25,23.98
84,0.009542527,0.063833162,0.01465799,0.0360297,0.164909914,0.050627386,0.352073997,0.602568299,0.514168501,0.096400548,0.35453102,0.131788038,0.009844748,0.145014778,0.01472878,29.86653519,34.71562576,30.5901947,0.607023563,0.963045527,0.948591153,0.307362613,0.950604202,0.872259517,0.575040665,0.876832154,0.839430928,0.491171627,0.783750261,0.716568763,0.421900873,0.718619026,0.636436808,0.255127301,0.599201686,0.49894719,1.369421974,7.084811666,5.916639854,0.260708284,0.678297583,0.606728858,0.062695722,0.793130366,0.70865165,0.332627439,0.79312734,0.737731314,2.691828131,13.40691971,9.83453705,1.98897021,9.189115078,6.745075185,2.520280586,5.952491924,3.035411489,0.21407249,0.576053445,0.537077005,4.089363677,53.12064739,37.90380947,0.592211354,1.09355483,0.88068638,0.740259009,0.98069534,0.96787881,0.321586213,0.741616961,0.658474888,2.882295499,14.32562392,8.814052328,0.772773361,1.174424934,1.04487915,29.28486748,34.41483154,30.30028315,0.017682547,0.183112941,0.020861749,0.053102418,0.171505469,0.076610099,0.019884468,0.110216159,0.027680228,0.002313501,0.047570271,0.005306464,0.007917568,0.052929061,0.013075555,0.00236676,0.019842434,0.004193615,0.145437485,0.486781257,0.320552379,7671,8400,7853,5621,8326,7775,1.480521767,2.508713453,2.156058054,43,58,49,0.729620976,0.9998779,0.980311414,104.2,6.26,"IR19A3714",57,2,1,5.57,90.25,23.98
85,0.011909137,0.039405905,0.02167627,0.04401191,0.095505185,0.072852742,0.321090773,0.685909688,0.547821105,0.112827968,0.205185935,0.168900929,0.011153936,0.072312295,0.022819829,29.90925407,35.20878983,30.59682274,0.671814016,0.958635991,0.932939251,0.356384914,0.959608744,0.894296952,0.506206349,0.901985498,0.844256572,0.414174928,0.836427647,0.759746139,0.356939832,0.787701691,0.688125549,0.236006613,0.610371791,0.519985886,1.658456345,6.665878816,5.094882389,0.306859912,0.657538239,0.591268446,0.135634924,0.797705007,0.683081499,0.391915138,0.777022902,0.719468854,3.009054805,12.12777211,8.209229326,2.117244881,8.268302901,5.319912837,2.811611745,5.496196902,3.837208301,0.245422469,0.580454302,0.54816675,5.094105492,47.35121239,28.82370513,0.620017368,1.029993897,0.786112359,0.795897495,0.975390247,0.968141683,0.384438796,0.718427346,0.654781251,3.533655998,12.2042961,8.853681178,0.792069778,1.258979492,1.048909035,29.3461895,34.40679169,30.14540939,0.033724555,0.123573995,0.086052648,0.052667109,0.176063109,0.078380203,0.022012331,0.095116102,0.046446731,0.002923981,0.036788315,0.022301634,0.009614926,0.045745085,0.026776472,0.002765804,0.016265232,0.011879602,0.170706091,0.626440958,0.460478909,7702,8356,7868,4635,8204,7820,1.308852793,2.481182114,2.016648886,35,51,44,0.596064815,0.999618709,0.981809478,97.8,5.29,"IR19A2339",56,2,1,5.57,90.25,23.98
86,0.014272187,0.045129959,0.028292987,0.05097495,0.103892151,0.086420648,0.311354026,0.743822038,0.567532152,0.127414554,0.23072914,0.199563175,0.015911134,0.085526079,0.035349285,29.90187073,37.0099144,30.42071056,0.598764255,0.945609476,0.902958987,0.308985386,0.886981104,0.811448417,0.507773127,0.895137262,0.838537604,0.416027593,0.846778383,0.727916736,0.349198965,0.810135128,0.654504598,0.191560509,0.567757393,0.490286244,1.336814218,5.734099093,4.099259114,0.227281451,0.631601564,0.501717732,0.110172973,0.757656785,0.630643863,0.296561284,0.752311112,0.635292204,2.324745398,9.921172611,5.692442266,1.710334774,6.499163354,3.688754849,3.311375841,6.776568659,4.016699444,0.215121676,0.544496337,0.50594853,3.984600765,35.77111136,19.60984359,0.301904526,1.369265691,0.911166779,0.779295717,0.965427476,0.945786527,0.366167619,0.69823755,0.604518414,2.658485995,9.471688982,6.31099313,0.634063225,1.561416855,1.174966278,29.45364742,36.35385895,30.144454,0.044651833,0.104082089,0.083134891,0.05777465,0.136173453,0.089344863,0.021372239,0.0796914,0.044444192,0.002747767,0.052370282,0.011421003,0.009352438,0.046582103,0.023613125,0.002824257,0.030800296,0.008244991,0.15898958,0.65699599,0.440486468,7700,8390,7931,5255,8336,7871,0.834589116,3.214189844,2.271725108,26,48,41,0.670280612,1,0.984538593,135.6,4.56,"IR19A6897",55,2,1,5.57,90.25,23.98
87,0.012205957,0.057844283,0.017779477,0.043861523,0.142412663,0.062168512,0.435373962,0.618897676,0.501546264,0.111540023,0.295043677,0.151994452,0.012708555,0.12512701,0.01838821,29.91902161,35.59152222,30.52768326,0.57256075,0.951479969,0.938206713,0.289325948,0.915341806,0.893148539,0.507021838,0.873776007,0.835033372,0.445876744,0.785234919,0.722181467,0.409283916,0.722849453,0.645079147,0.210165457,0.572070853,0.511754625,1.238509585,6.108774775,5.337561415,0.235419206,0.631126329,0.584918232,0.058499477,0.780041673,0.693302869,0.298628299,0.754827279,0.715395171,2.379920825,10.16604748,8.346935578,1.768339398,6.771244745,5.51318818,3.012125266,6.059185253,4.238699122,0.202357633,0.558664184,0.54759131,3.679027499,40.22008919,31.36597529,0.350196158,1.047471154,0.852437004,0.756229095,0.969108656,0.960099527,0.346846962,0.702582717,0.638295236,2.904407033,9.837155647,7.804633191,0.74931633,1.338661652,1.061388702,29.43111668,34.63820896,30.13369608,0.0219206,0.167627752,0.038960396,0.065085988,0.16525447,0.093200503,0.019297469,0.10641969,0.040905984,0.002239649,0.052778955,0.006644151,0.008007928,0.054421375,0.019696149,0.002248337,0.024033669,0.005309452,0.213123321,0.804833109,0.371659666,7688,8349,7945,4971,8298,7836,0.929428402,2.543719461,2.036104793,40,52,45,0.645249221,0.999622404,0.989498107,114.6,4.07,"IR19A1557",54,2,1,5.57,90.25,23.98
88,0.012924403,0.049353804,0.017876487,0.050326142,0.137545608,0.066582821,0.400735527,0.690354705,0.562972665,0.133261412,0.305240631,0.170035109,0.012848203,0.099893674,0.017385697,29.95737648,34.79678535,30.75357246,0.696556288,0.953804049,0.948520565,0.432340439,0.966554821,0.945962688,0.646765413,0.899263768,0.849728172,0.561334467,0.835234044,0.764129644,0.489084271,0.787638636,0.695884729,0.277146326,0.577924296,0.505144771,1.788266101,6.275844932,5.912142095,0.29010505,0.618266473,0.573771073,0.191408425,0.78785794,0.711610158,0.381330563,0.746302671,0.711414484,3.085505871,10.09019581,8.807422743,2.261285724,6.902433836,6.115883941,3.556615032,6.165772627,4.392468771,0.292626736,0.583838207,0.573778705,5.591008223,42.29383772,37.85046528,0.639956125,1.047335223,0.866657439,0.79063896,0.966381843,0.960227217,0.350496819,0.670752839,0.629730519,3.032954933,9.540121372,7.870260832,0.69501091,1.180450592,1.078622894,29.50190163,34.40856457,30.44423485,0.017362653,0.040993758,0.020739476,0.05127925,0.134970447,0.06559904,0.019837084,0.077752961,0.030318929,0.002281214,0.032324678,0.005632783,0.008253382,0.036156784,0.014774512,0.002209613,0.014524856,0.004588624,0.21086582,0.528547686,0.270636623,7697,8400,7884,6612,8399,7881,1.487565527,2.53713646,2.153703338,44,55,51,0.843367347,1,0.998864783,110.4,6.82,"IRRI 156",53,2,1,5.57,90.25,23.98
89,0.012221513,0.042706497,0.020776064,0.042837929,0.108667444,0.070034992,0.35362047,0.666965842,0.522725642,0.112514466,0.226211853,0.169789858,0.011944892,0.103512149,0.023207608,30.07550621,35.31445694,30.88249779,0.570409248,0.955091616,0.923144527,0.25839784,0.913595785,0.83894807,0.460538283,0.890380372,0.840445991,0.387610781,0.820877005,0.732130901,0.341905145,0.769807216,0.665474852,0.195233301,0.582717535,0.49708686,1.230762047,6.373768932,4.709201759,0.246184185,0.644323743,0.54406766,0.018172055,0.785529465,0.642229142,0.309201434,0.766071371,0.6775473,2.499598349,11.14197724,7.247278021,1.848629429,7.513877154,4.850754708,2.954799889,5.741333617,3.272938526,0.182038773,0.557796667,0.520122178,3.655593723,43.53511363,25.02287028,0.561500501,1.015432236,0.805771607,0.777189599,0.971216486,0.946160394,0.374366704,0.705916311,0.616023171,3.435199922,11.00422807,7.128762547,0.700138397,1.122851639,1.004419975,29.63114014,34.81225014,30.47617722,0.013424311,0.085685908,0.016147287,0.061861425,0.179912244,0.075363551,0.016814967,0.12430358,0.039005179,0.002182139,0.063019105,0.007858473,0.00705674,0.061127829,0.01904349,0.00235339,0.024486592,0.005838253,0.18277062,0.493572574,0.317790563,7695,8362,7937,5168,8300,7869,1.464272222,2.396692019,1.997025752,36,54,48,0.664609053,0.998984385,0.993574398,106.8,4.86,"IR19A3560",52,2,1,5.57,90.25,23.98
90,0.010196364,0.036031539,0.020724465,0.034613853,0.088508464,0.063007213,0.181316897,0.613060057,0.458283931,0.091460217,0.205124661,0.15489842,0.009158371,0.079169977,0.032483827,30.03362465,36.627388,30.73151398,0.582380499,0.96102584,0.893241402,0.229518816,0.92344863,0.743937346,0.380748237,0.858525329,0.818160881,0.261134153,0.778332524,0.693387434,0.210044046,0.720711777,0.608819777,0.145786605,0.558942779,0.472802288,1.274475339,6.884330036,3.866183036,0.233411948,0.665718351,0.515185614,0.000172613,0.781480813,0.557221801,0.30023328,0.783548495,0.643217787,2.757896304,12.21052144,6.099162848,2.14105235,8.227167678,3.973020809,1.073441908,4.979000632,2.820187694,0.162797821,0.562684025,0.470455631,3.789048387,50.31605173,17.73385407,0.244551272,1.082234551,0.837994026,0.726984244,0.974491216,0.934514409,0.28882091,0.721678718,0.610278472,2.774988507,11.70969816,6.59731939,0.606872292,1.221860161,1.004797821,29.5880146,35.83910065,30.33996506,0.013015154,0.150717022,0.028346487,0.074943855,0.161009938,0.083002727,0.016925481,0.107030799,0.038309194,0.001864816,0.054534965,0.01177895,0.0067388,0.046169224,0.018735052,0.002058072,0.019904586,0.007145405,0.192515967,0.604567712,0.310360377,7704,8325,7936,3607,8137,7779,0.433551552,2.561315084,1.914104989,24,63,47,0.464400669,0.996353119,0.983122906,109.6,6.66,"IR19A3619",51,2,1,5.57,90.25,23.98
