F1,F2,F3,F4,F5,ID,X,Y,Class
-84.763179,31.190058,4.4,4.8,54.235,1492,713141.094429,3452820.80541,0
-84.763172,31.190035,4.2,5.3,54.227,1493,713141.842671,3452818.22517,0
-84.763164,31.190012,4.9,5.7,54.21,1494,713142.638345,3452815.65699,0
-84.763156,31.189989,6.4,5.2,54.216,1495,713143.395222,3452813.1213,0
-84.763147,31.189966,5.6,5.3,54.196,1496,713144.342271,3452810.61163,0
-84.763138,31.189943,4.1,4.9,54.196,1497,713145.203541,3452808.10023,0
-84.763129,31.18992,4.3,5.1,54.215,1498,713146.142181,3452805.53494,0
-84.763121,31.189897,3.6,4.7,54.28,1499,713146.956022,3452803.01149,1
-84.763114,31.189874,3.6,4.4,54.291,1500,713147.742166,3452800.44312,1
-84.763105,31.18985,4.3,5.3,54.348,1501,713148.585722,3452797.86481,0
-84.763097,31.189827,3.7,5.6,54.38,1502,713149.410215,3452795.28612,0
-84.763089,31.189804,2.6,4.4,54.39,1503,713150.205892,3452792.71794,1
-84.763082,31.18978,2.6,5.2,54.411,1504,713150.963445,3452790.14899,1
-84.763074,31.189757,2.4,5.3,54.466,1505,713151.769102,3452787.55883,1
-84.763066,31.189733,2.6,5.5,54.462,1506,713152.555248,3452784.99045,1
-84.763058,31.18971,2.5,5.8,54.491,1507,713153.417643,3452782.42362,0
-84.76305,31.189687,2.4,6.5,54.527,1508,713154.250773,3452779.88947,0
-84.763042,31.189664,2.6,6.3,54.567,1509,713155.075269,3452777.31078,0
-84.763033,31.18964,2.9,6.2,54.581,1510,713155.928134,3452774.74375,0
-84.763025,31.189617,2.6,5.9,54.625,1511,713156.704752,3452772.17519,0
-84.763017,31.189594,2.7,5.9,54.637,1512,713157.529024,3452769.60758,0
-84.763009,31.18957,2.6,6.2,54.696,1513,713158.353522,3452767.02889,0
-84.763001,31.189547,2.8,6.9,54.721,1514,713159.17802,3452764.4502,0
-84.762993,31.189524,2.4,6.5,54.765,1515,713160.02158,3452761.8719,0
-84.762985,31.1895,2.5,6.3,54.784,1516,713160.855834,3452759.28232,0
-84.762977,31.189477,2.8,6.4,54.791,1517,713161.670353,3452756.72561,0
-84.762968,31.189453,2.6,7.0,54.805,1518,713162.552039,3452754.14807,0
-84.76296,31.18943,2.7,7.6,54.821,1519,713163.376314,3452751.58047,0
-84.762952,31.189407,2.6,7.0,54.816,1520,713164.219652,3452749.01325,0
-84.762944,31.189383,2.8,7.6,54.853,1521,713165.025314,3452746.42309,0
-84.762935,31.18936,3.4,8.0,54.869,1522,713165.859346,3452743.8446,0
-84.762927,31.189337,2.9,7.7,54.877,1523,713166.702684,3452741.27738,0
-84.762919,31.189313,3.3,8.4,54.901,1524,713167.536717,3452738.69888,0
-84.762911,31.18929,3.5,8.7,54.918,1525,713168.342156,3452736.11981,0
-84.762903,31.189266,3.2,8.9,54.93,1526,713169.195252,3452733.5417,0
-84.762894,31.189243,3.4,9.0,54.912,1527,713170.076492,3452730.98634,0
-84.762886,31.18922,3.1,9.0,54.935,1528,713170.891463,3452728.40746,0
-84.762878,31.189196,3.1,9.3,54.934,1529,713171.688046,3452725.79493,0
-84.76287,31.189173,3.6,10.9,54.923,1530,713172.550225,3452723.23918,0
-84.762862,31.189149,3.6,9.3,54.912,1531,713173.356564,3452720.61576,0
-84.762854,31.189126,3.9,10.6,54.896,1532,713174.181068,3452718.03707,0
-84.762845,31.189102,3.9,11.3,54.884,1533,713175.024635,3452715.45877,0
-84.762837,31.189079,3.8,9.1,54.865,1534,713175.858446,3452712.89136,0
-84.762829,31.189056,3.6,9.4,54.827,1535,713176.720627,3452710.33562,0
-84.762821,31.189032,3.8,8.8,54.828,1536,713177.555112,3452707.73495,0
-84.762812,31.189009,3.3,9.0,54.818,1537,713178.41707,3452705.19029,0
-84.762804,31.188985,3.3,8.6,54.82,1538,713179.214104,3452702.55559,0
-84.762796,31.188962,3.3,8.0,54.766,1539,713180.057224,3452699.99946,0
-84.762788,31.188938,3.1,8.0,54.781,1540,713180.863118,3452697.39821,0
-84.76278,31.188915,3.1,8.1,54.758,1541,713181.687625,3452694.81953,0
-84.762771,31.188892,3.0,7.4,54.737,1542,713182.550257,3452692.24161,0
-84.762763,31.188868,2.9,7.2,54.741,1543,713183.403358,3452689.6635,0
-84.762755,31.188845,2.9,7.5,54.719,1544,713184.219008,3452687.05136,0
-84.762746,31.188821,2.9,7.1,54.675,1545,713185.128849,3452684.49658,0
-84.762738,31.188798,2.7,7.9,54.627,1546,713185.943602,3452681.92878,0
-84.76273,31.188775,2.6,7.6,54.654,1547,713186.759029,3452679.32773,0
-84.762722,31.188751,2.5,8.2,54.612,1548,713187.564701,3452676.73757,0
-84.762714,31.188728,2.8,7.4,54.574,1549,713188.398742,3452674.15907,0
-84.762706,31.188704,2.9,7.9,54.536,1550,713189.195332,3452671.54655,0
-84.762698,31.188681,3.0,7.5,54.479,1551,713190.010087,3452668.97875,0
-84.76269,31.188657,2.7,7.1,54.47,1552,713190.844578,3452666.37808,0
-84.762682,31.188634,2.5,7.4,54.439,1553,713191.669089,3452663.7994,0
-84.762673,31.18861,2.6,7.4,54.437,1554,713192.522867,3452661.18803,0
-84.762665,31.188586,2.5,6.5,54.406,1555,713193.347828,3452658.58717,0
-84.762657,31.188563,2.2,5.8,54.362,1556,713194.229528,3452656.00963,1
-84.762648,31.18854,2.2,6.2,54.379,1557,713195.05404,3452653.43095,0
-84.76264,31.188516,2.4,6.2,54.289,1558,713195.917127,3452650.83086,0
-84.762632,31.188492,2.4,5.9,54.259,1559,713196.722802,3452648.2407,1
-84.762624,31.188469,2.8,6.3,54.208,1560,713197.528927,3452645.62836,0
-84.762616,31.188445,3.5,6.5,54.134,1561,713198.344583,3452643.01622,0
-84.762608,31.188421,3.4,6.9,54.094,1562,713199.169546,3452640.41536,0
-84.7626,31.188398,4.0,6.8,54.016,1563,713199.975672,3452637.80303,0
-84.762592,31.188374,4.3,7.0,53.984,1564,713200.819473,3452635.21364,0
-84.762585,31.18835,3.9,6.3,53.926,1565,713201.560452,3452632.52235,0
-84.762577,31.188326,4.3,5.2,53.829,1566,713202.357047,3452629.90982,0
-84.76257,31.188304,4.5,5.8,53.79,1567,713203.1015,3452627.51807,0
-84.762563,31.188284,5.5,6.1,53.69,1568,713203.775422,3452625.31344,0
-84.762556,31.188264,6.4,6.9,53.65,1569,713204.468182,3452623.12028,0
-84.762549,31.188244,6.7,8.0,53.577,1570,713205.181127,3452620.87208,0
-84.762543,31.188224,7.4,8.8,53.532,1571,713205.845743,3452618.65617,0
-84.762536,31.188204,3.8,8.0,53.468,1572,713206.538279,3452616.4741,0
-84.762531,31.188184,6.2,9.3,53.436,1573,713207.068786,3452614.28875,0
-84.762523,31.188165,3.2,8.5,53.405,1574,713207.883659,3452612.1868,0
-84.762515,31.188145,1.9,7.0,53.418,1575,713208.633832,3452609.98371,0
-84.762507,31.188126,2.9,7.8,53.499,1576,713209.496585,3452607.87163,0
-84.762498,31.188107,4.1,7.6,53.56,1577,713210.369543,3452605.72649,0
-84.762491,31.188087,4.8,8.5,53.563,1578,713211.061408,3452603.57768,0
-84.762485,31.188067,5.9,7.9,53.609,1579,713211.735333,3452601.37305,0
-84.762478,31.188047,7.9,9.2,53.686,1580,713212.389971,3452599.17912,0
-84.76247,31.188026,6.8,8.2,53.722,1581,713213.181636,3452596.81051,0
-84.762463,31.188003,5.8,8.1,53.806,1582,713213.93899,3452594.25265,0
-84.762454,31.18798,5.3,7.8,53.862,1583,713214.838639,3452591.73094,0
-84.762446,31.187957,5.2,7.2,53.92,1584,713215.662263,3452589.1966,0
-84.762438,31.187934,5.5,7.6,54.029,1585,713216.504501,3452586.68482,0
-84.76243,31.187911,5.3,7.4,54.12,1586,713217.289553,3452584.17188,0
-84.762422,31.187888,4.5,8.1,54.22,1587,713218.094788,3452581.60389,0
-84.762414,31.187865,5.3,9.3,54.325,1588,713218.956763,3452579.05924,0
-84.762405,31.187841,4.2,9.2,54.365,1589,713219.790818,3452576.48075,0
-84.762398,31.187818,4.1,9.1,54.403,1590,713220.558154,3452573.9009,0
-84.76239,31.187794,3.1,8.4,54.474,1591,713221.401516,3452571.33369,0
-84.762382,31.187771,2.5,8.2,54.541,1592,713222.15977,3452568.73148,0
-84.762374,31.187748,2.4,8.2,54.524,1593,713223.031054,3452566.19811,0
-84.762366,31.187725,2.6,8.3,54.548,1594,713223.82676,3452563.62993,0
-84.762358,31.187701,2.8,7.7,54.561,1595,713224.622468,3452561.06175,0
-84.76235,31.187678,3.2,8.2,54.569,1596,713225.437686,3452558.47179,0
-84.762342,31.187655,3.7,8.0,54.589,1597,713226.260418,3452555.98179,0
-84.762335,31.187635,3.7,7.3,54.571,1598,713227.000618,3452553.80069,0
-84.762327,31.187616,4.1,8.1,54.53,1599,713227.720185,3452551.69681,0
-84.762323,31.1876,4.3,8.5,54.555,1600,713228.214477,3452549.88783,0
-84.762316,31.187584,4.9,8.0,54.464,1601,713228.841982,3452548.09264,0
-84.76231,31.187568,5.3,9.2,54.441,1602,713229.449976,3452546.31924,0
-84.762306,31.187552,4.1,9.0,54.415,1603,713229.895042,3452544.58691,0
-84.762302,31.187536,4.3,8.5,54.41,1604,713230.359843,3452542.82171,0
-84.762295,31.187517,4.2,7.3,54.506,1605,713231.078514,3452540.76217,0
-84.762288,31.187497,3.7,7.5,54.56,1606,713231.771509,3452538.55793,0
-84.76228,31.187476,4.2,7.6,54.641,1607,713232.570918,3452536.2782,0
-84.762272,31.187454,4.2,6.7,54.72,1608,713233.365731,3452533.75437,0
-84.762264,31.18743,4.8,7.5,54.831,1609,713234.180729,3452531.17549,0
-84.762256,31.187407,4.3,7.1,54.912,1610,713234.975767,3452528.64058,0
-84.762248,31.187384,3.3,6.1,54.967,1611,713235.790318,3452526.08387,0
-84.76224,31.187358,3.3,5.7,55.038,1612,713236.667215,3452523.27333,0
-84.76223,31.187331,4.0,5.7,55.118,1613,713237.692243,3452520.21068,0
-84.76222,31.187303,3.9,5.4,55.182,1614,713238.67937,3452517.13618,0
-84.762211,31.187275,3.4,5.8,55.265,1615,713239.609535,3452514.04943,0
-84.762201,31.187247,3.5,6.3,55.336,1616,713240.587356,3452510.96365,0
-84.762191,31.187219,3.2,6.3,55.433,1617,713241.612386,3452507.901,0
-84.762181,31.187191,3.6,7.5,55.498,1618,713242.608822,3452504.83778,0
-84.762172,31.187163,3.0,7.2,55.55,1619,713243.557378,3452501.78468,0
-84.762162,31.187136,3.6,8.6,55.644,1620,713244.534977,3452498.70998,0
-84.762153,31.187108,3.0,6.7,55.769,1621,713245.521883,3452495.64656,0
-84.762143,31.18708,2.9,7.2,55.87,1622,713246.499707,3452492.56078,0
-84.762134,31.187052,2.2,6.7,55.948,1623,713247.457797,3452489.50787,0
-84.762124,31.187024,3.0,6.2,56.027,1624,713248.473298,3452486.44503,0
-84.762114,31.186996,3.4,6.7,56.118,1625,713249.412999,3452483.35848,0
-84.762105,31.186968,3.5,7.2,56.179,1626,713250.410112,3452480.26199,0
-84.762095,31.18694,3.5,7.0,56.218,1627,713251.378632,3452477.16493,0
-84.762085,31.186912,3.0,6.0,56.258,1628,713252.395033,3452474.05775,0
-84.762074,31.186884,3.7,7.1,56.293,1629,713253.487686,3452470.9521,0
-84.762065,31.186855,3.7,8.2,56.285,1630,713254.456656,3452467.83287,0
-84.762054,31.186827,4.2,8.7,56.273,1631,713255.520715,3452464.72665,0
-84.762044,31.186799,4.4,10.3,56.259,1632,713256.537119,3452461.61946,0
-84.762034,31.186771,3.8,9.6,56.257,1633,713257.553522,3452458.51228,0
-84.762024,31.186742,3.5,10.9,56.235,1634,713258.570151,3452455.39401,0
-84.762015,31.186714,3.7,10.1,56.199,1635,713259.557738,3452452.29733,0
-84.762004,31.186686,3.9,10.4,56.179,1636,713260.602737,3452449.19073,0
-84.761995,31.186658,3.9,11.8,56.168,1637,713261.571935,3452446.0604,0
-84.761985,31.186629,4.4,11.7,56.131,1638,713262.560196,3452442.93047,0
-84.761975,31.186601,4.7,10.0,56.118,1639,713263.566174,3452439.86744,0
-84.761966,31.186574,4.4,10.7,56.095,1640,713264.55309,3452436.80402,0
-84.761956,31.186546,3.9,10.2,56.136,1641,713265.54068,3452433.70735,0
-84.761946,31.186518,4.8,10.7,56.164,1642,713266.566395,3452430.61144,0
-84.761936,31.18649,4.3,9.9,56.205,1643,713267.553761,3452427.52585,0
-84.761927,31.186462,4.6,10.2,56.228,1644,713268.531372,3452424.45116,0
-84.761916,31.186434,3.4,8.0,56.273,1645,713269.546661,3452421.39941,0
-84.761906,31.186406,3.7,8.9,56.334,1646,713270.562174,3452418.33657,0
-84.761896,31.186378,3.9,9.9,56.38,1647,713271.587667,3452415.25175,0
-84.761887,31.18635,3.8,8.5,56.416,1648,713272.594323,3452412.15547,0
-84.761877,31.186322,3.7,10.4,56.446,1649,713273.610735,3452409.04828,0
-84.761867,31.186294,3.9,10.0,56.445,1650,713274.608085,3452405.94071,0
-84.761857,31.186265,3.0,7.9,56.447,1651,713275.60566,3452402.82206,0
-84.761847,31.186237,3.0,8.3,56.436,1652,713276.622073,3452399.71487,0
-84.761838,31.186208,3.0,8.2,56.466,1653,713277.563134,3452396.5618,0
-84.761827,31.18618,2.7,8.1,56.413,1654,713278.608143,3452393.4552,0
-84.761818,31.186152,2.9,8.1,56.374,1655,713279.539224,3452390.3241,0
-84.761808,31.186124,2.7,8.3,56.337,1656,713280.546333,3452387.20564,0
-84.761799,31.186095,3.6,9.4,56.296,1657,713281.506458,3452384.05295,0
-84.761789,31.186066,3.3,8.9,56.284,1658,713282.54261,3452380.9129,0
-84.761779,31.186038,4.4,10.0,56.24,1659,713283.558579,3452377.82789,0
-84.761769,31.18601,3.7,9.1,56.207,1660,713284.57567,3452374.68745,0
-84.761759,31.185982,3.5,6.8,56.135,1661,713285.601619,3452371.58046,0
-84.761749,31.185953,4.1,9.7,56.104,1662,713286.609404,3452368.42873,0
-84.76174,31.185925,4.4,10.4,56.057,1663,713287.559104,3452365.3202,0
-84.76173,31.185896,5.5,11.8,56.021,1664,713288.538071,3452362.17899,0
-84.76172,31.185868,6.2,9.9,55.99,1665,713289.574003,3452359.05002,0
-84.76171,31.18584,7.2,10.5,55.969,1666,713290.599955,3452355.94303,0
-84.7617,31.185811,7.4,11.7,55.965,1667,713291.559861,3452352.80143,0
-84.76169,31.185783,7.9,10.4,55.92,1668,713292.576956,3452349.66099,0
-84.761679,31.185754,9.2,13.8,55.903,1669,713293.670527,3452346.511,0
-84.76167,31.185726,6.8,10.5,55.831,1670,713294.659702,3452343.33672,0
-84.76166,31.185697,7.0,12.1,55.752,1671,713295.656838,3452340.24024,0
-84.76165,31.185669,6.8,12.6,55.71,1672,713296.672814,3452337.15523,0
-84.76164,31.185641,6.8,11.0,55.685,1673,713297.708525,3452334.03735,0
-84.76163,31.185613,5.4,11.4,55.673,1674,713298.696805,3452330.90741,0
-84.76162,31.185584,6.2,11.7,55.658,1675,713299.752029,3452327.76774,0
-84.76161,31.185556,6.2,10.8,55.603,1676,713300.702632,3452324.61487,0
-84.761601,31.185527,5.0,2.4,55.587,1677,713301.681831,3452321.46257,1
-84.761591,31.185498,5.6,10.6,55.503,1678,713302.680541,3452318.28848,0
-84.761581,31.18547,5.7,11.3,55.471,1679,713303.667477,3452315.22507,0
-84.761573,31.185447,5.1,10.5,55.422,1680,713304.549449,3452312.63646,0
-84.761564,31.185424,6.0,11.1,55.377,1681,713305.392847,3452310.06925,0
-84.761557,31.185404,5.3,11.2,55.341,1682,713306.113564,3452307.90994,0
-84.761551,31.185388,6.1,10.8,55.307,1683,713306.693436,3452306.11379,0
-84.761545,31.185371,5.5,10.4,55.299,1684,713307.311882,3452304.29624,0
-84.761539,31.185355,5.6,11.1,55.268,1685,713307.977089,3452302.524,0
-84.761533,31.185339,5.1,10.8,55.203,1686,713308.518611,3452300.73816,0
-84.761528,31.185323,5.1,12.3,55.196,1687,713309.087157,3452299.03051,0
-84.761522,31.185307,4.0,9.4,55.2,1688,713309.666581,3452297.25654,0
-84.761516,31.185289,3.6,7.9,55.215,1689,713310.259575,3452295.28319,0
-84.761509,31.185269,3.7,8.1,55.279,1690,713310.973232,3452293.00174,0
-84.761501,31.185245,3.8,9.9,55.3,1691,713311.779628,3452290.37832,0
-84.761492,31.185217,3.5,8.9,55.33,1692,713312.785182,3452287.33747,0
-84.761482,31.185189,3.1,9.2,55.336,1693,713313.763265,3452284.2406,0
-84.761472,31.18516,3.1,9.1,55.37,1694,713314.723631,3452281.07683,0
-84.761462,31.185132,3.8,10.8,55.375,1695,713315.749596,3452277.96985,0
-84.761453,31.185104,4.5,10.4,55.35,1696,713316.757172,3452274.82921,0
-84.761443,31.185076,4.4,12.2,55.291,1697,713317.716418,3452271.72087,0
-84.761433,31.185048,5.1,11.3,55.253,1698,713318.761223,3452268.62536,0
-84.761423,31.185019,4.0,9.8,55.25,1699,713319.73045,3452265.49504,0
-84.761413,31.184991,3.9,7.9,55.235,1700,713320.747335,3452262.36569,0
-84.761403,31.184962,3.8,9.0,55.188,1701,713321.783059,3452259.24781,0
-84.761393,31.184934,3.5,7.7,55.162,1702,713322.7718,3452256.0957,0
-84.761384,31.184905,3.1,7.1,55.151,1703,713323.760092,3452252.96577,0
-84.761374,31.184877,2.6,5.7,55.155,1704,713324.767223,3452249.84731,0
-84.761364,31.184849,2.2,5.3,55.144,1705,713325.774355,3452246.72885,1
-84.761354,31.18482,2.2,5.2,55.121,1706,713326.781711,3452243.59931,1
-84.761344,31.184792,2.2,5.3,55.081,1707,713327.798376,3452240.48104,1
-84.761335,31.184764,2.5,5.2,55.038,1708,713328.757851,3452237.36162,1
-84.761325,31.184735,2.5,5.4,55.008,1709,713329.764985,3452234.24316,0
-84.761315,31.184707,2.2,5.6,54.965,1710,713330.752607,3452231.14649,0
-84.761306,31.18468,2.7,5.7,54.991,1711,713331.691675,3452228.0932,0
-84.761297,31.184651,2.4,5.3,54.953,1712,713332.594636,3452224.93936,1
-84.761288,31.184623,2.2,5.0,54.944,1713,713333.525519,3452221.81936,1
-84.76128,31.184597,2.4,5.5,54.933,1714,713334.318473,3452218.91839,0
-84.761273,31.184574,2.2,5.5,54.945,1715,713335.083835,3452216.43833,1
-84.761264,31.184551,2.5,6.2,54.894,1716,713335.936329,3452213.89349,0
-84.761253,31.184529,2.8,7.8,54.906,1717,713337.062994,3452211.46512,0
-84.761237,31.18451,3.0,9.0,54.855,1718,713338.611399,3452209.4002,0
-84.761215,31.184496,2.1,7.5,54.838,1719,713340.738643,3452207.94593,0
-84.761189,31.184488,2.1,6.2,54.805,1720,713343.215968,3452207.09769,0
-84.761166,31.184487,2.6,7.0,54.763,1721,713345.496484,3452207.02185,0
-84.761143,31.184493,2.3,6.2,54.722,1722,713347.647584,3452207.68651,0
-84.761122,31.184502,2.5,6.6,54.716,1723,713349.638098,3452208.7472,0
-84.761104,31.184514,2.0,6.2,54.629,1724,713351.326624,3452210.12343,0
-84.761089,31.18453,2.3,6.2,54.624,1725,713352.645095,3452211.88037,0
-84.761081,31.184547,2.7,6.9,54.577,1726,713353.445269,3452213.80428,0
-84.761081,31.184566,2.4,7.5,54.554,1727,713353.412606,3452215.88879,0
-84.761086,31.184586,2.6,7.9,54.518,1728,713352.890915,3452218.10758,0
-84.761093,31.184605,3.3,10.4,54.516,1729,713352.189471,3452220.25619,0
-84.761101,31.184626,3.2,8.0,54.543,1730,713351.333277,3452222.51258,0
-84.76111,31.184649,3.0,7.7,54.598,1731,713350.394548,3452225.07786,0
-84.761119,31.184672,3.8,7.3,54.563,1732,713349.514354,3452227.57777,0
-84.761126,31.184695,3.4,6.3,54.601,1733,713348.756052,3452230.17997,0
-84.761133,31.184719,2.5,6.1,54.607,1734,713348.0361,3452232.77186,0
-84.761141,31.184742,2.5,6.4,54.606,1735,713347.259183,3452235.3515,0
-84.761149,31.184766,2.6,6.8,54.627,1736,713346.434834,3452237.91909,0
-84.761157,31.184789,2.9,6.3,54.644,1737,713345.639304,3452240.47618,0
-84.761165,31.184812,3.2,7.0,54.68,1738,713344.862389,3452243.05582,0
-84.761172,31.184836,3.3,8.2,54.694,1739,713344.056879,3452245.63488,0
-84.76118,31.184859,3.2,7.2,54.696,1740,713343.279965,3452248.21453,0
-84.761188,31.184883,2.9,7.9,54.733,1741,713342.483538,3452250.81596,0
-84.761195,31.184906,3.2,7.2,54.646,1742,713341.754282,3452253.39657,0
-84.761203,31.18493,4.0,8.5,54.669,1743,713340.929037,3452256.0085,0
-84.761212,31.184953,3.4,7.9,54.645,1744,713340.067238,3452258.54206,0
-84.76122,31.184976,3.3,6.9,54.653,1745,713339.20499,3452261.0978,0
-84.761228,31.184999,2.9,8.0,54.645,1746,713338.389727,3452263.68776,0
-84.761236,31.185023,2.8,7.8,54.666,1747,713337.556074,3452266.24407,0
-84.761244,31.185046,2.8,7.0,54.689,1748,713336.721973,3452268.82255,0
-84.761253,31.185069,2.4,7.6,54.729,1749,713335.830907,3452271.38879,0
-84.761262,31.185092,2.2,6.5,54.728,1750,713334.978417,3452273.93363,0
-84.76127,31.185116,2.1,6.5,54.76,1751,713334.16338,3452276.51251,0
-84.761278,31.185139,1.8,5.4,54.755,1752,713333.338812,3452279.09118,1
-84.761286,31.185163,1.6,5.2,54.768,1753,713332.495181,3452281.66948,1
-84.761294,31.185186,1.6,4.5,54.763,1754,713331.689452,3452284.25963,1
-84.761302,31.185209,1.8,4.0,54.808,1755,713330.874641,3452286.82741,1
-84.76131,31.185233,1.6,3.8,54.809,1756,713330.077995,3452289.43993,1
-84.761317,31.185257,1.5,3.8,54.77,1757,713329.29133,3452292.03047,1
-84.761326,31.18528,1.7,3.6,54.787,1758,713328.447252,3452294.63094,1
-84.761334,31.185304,1.8,4.1,54.771,1759,713327.632443,3452297.19872,1
-84.761341,31.185324,2.1,4.2,54.74,1760,713326.872472,3452299.4127,1
-84.761347,31.18534,2.0,4.6,54.712,1761,713326.301679,3452301.23121,1
-84.761353,31.185356,2.2,5.2,54.66,1762,713325.693434,3452303.01569,1
-84.761359,31.185373,2.2,4.8,54.671,1763,713325.075657,3452304.79998,1
-84.761364,31.185389,1.9,5.1,54.611,1764,713324.562951,3452306.57531,1
-84.761369,31.185404,2.0,5.0,54.574,1765,713324.003486,3452308.30532,1
-84.761375,31.185422,2.1,4.7,54.626,1766,713323.410264,3452310.28975,1
-84.761383,31.185443,3.0,5.5,54.689,1767,713322.62013,3452312.58075,0
-84.761391,31.185466,2.9,5.8,54.705,1768,713321.815752,3452315.10439,0
-84.761399,31.185489,2.5,5.4,54.763,1769,713321.00072,3452317.68326,1
-84.761407,31.185513,2.7,6.1,54.823,1770,713320.176157,3452320.26194,0
-84.761415,31.185536,2.6,5.6,54.879,1771,713319.333205,3452322.80697,0
-84.761423,31.185559,2.9,6.1,54.888,1772,713318.547667,3452325.34208,0
-84.761432,31.185582,3.4,6.4,54.936,1773,713317.684979,3452327.91998,0
-84.76144,31.185605,3.2,6.2,54.948,1774,713316.822966,3452330.46463,0
-84.761449,31.185628,3.9,7.1,54.985,1775,713315.942787,3452332.96455,0
-84.761457,31.185652,3.9,7.3,55.065,1776,713315.118002,3452335.55431,0
-84.761464,31.185675,3.8,8.3,55.14,1777,713314.379,3452338.14582,0
-84.761472,31.185699,4.3,9.6,55.183,1778,713313.573279,3452340.73597,0
-84.76148,31.185722,4.2,9.7,55.176,1779,713312.777762,3452343.29306,0
-84.761488,31.185745,4.7,9.7,55.218,1780,713311.905546,3452345.87077,0
-84.761497,31.185768,4.0,8.8,55.269,1781,713311.072353,3452348.40491,0
-84.761505,31.185792,3.7,9.8,55.321,1782,713310.2192,3452350.98301,0
-84.761513,31.185815,4.7,9.9,55.346,1783,713309.395091,3452353.53952,0
-84.761521,31.185838,5.2,10.4,55.422,1784,713308.579616,3452356.14057,0
-84.761529,31.185862,5.8,11.1,55.456,1785,713307.765263,3452358.68618,0
-84.761537,31.185885,6.0,11.1,55.501,1786,713306.988812,3452361.24365,0
-84.761544,31.185909,5.5,8.6,55.551,1787,713306.191952,3452363.86726,0
-84.761552,31.185932,5.6,9.7,55.561,1788,713305.415501,3452366.42473,0
-84.76156,31.185955,6.2,11.4,55.634,1789,713304.561902,3452369.02501,0
-84.761568,31.185979,5.4,8.4,55.665,1790,713303.756634,3452371.59298,0
-84.761577,31.186002,5.7,9.8,55.73,1791,713302.903484,3452374.17109,0
-84.761586,31.186025,5.8,10.8,55.732,1792,713301.993146,3452376.74803,0
-84.761594,31.186049,5.1,10.7,55.785,1793,713301.188103,3452379.30492,0
-84.761602,31.186072,5.3,11.1,55.801,1794,713300.353344,3452381.91667,0
-84.76161,31.186096,4.8,9.3,55.854,1795,713299.566467,3452384.5183,0
-84.761618,31.186119,4.8,10.1,55.876,1796,713298.732382,3452387.09679,0
-84.761626,31.186142,4.5,9.8,55.894,1797,713297.870152,3452389.65252,0
-84.761634,31.186166,4.3,9.7,55.903,1798,713297.045374,3452392.24229,0
-84.761642,31.18619,4.2,8.3,55.965,1799,713296.286868,3452394.85558,0
-84.76165,31.186213,4.0,9.0,56.001,1800,713295.442804,3452397.45605,0
-84.761658,31.186237,4.3,8.4,55.951,1801,713294.589883,3452400.02307,0
-84.761667,31.18626,3.5,7.9,55.951,1802,713293.736737,3452402.60117,0
-84.761675,31.186284,3.8,7.7,55.947,1803,713292.873163,3452405.22343,0
-84.761684,31.186307,3.2,7.8,55.959,1804,713292.038856,3452407.813,0
-84.761692,31.186331,3.4,6.8,55.943,1805,713291.156444,3452410.42379,0
-84.7617,31.186355,3.0,6.9,55.905,1806,713290.330772,3452413.0579,0
-84.761708,31.186379,2.9,7.6,55.879,1807,713289.496017,3452415.66965,0
-84.761717,31.186402,2.8,7.4,55.788,1808,713288.65263,3452418.23686,0
-84.761724,31.186425,2.3,8.0,55.771,1809,713287.903883,3452420.83926,0
-84.761732,31.186449,2.0,6.1,55.706,1810,713287.060271,3452423.41756,0
-84.761741,31.186472,2.0,5.1,55.678,1811,713286.206904,3452426.00675,1
-84.761749,31.186496,1.6,4.6,55.658,1812,713285.324719,3452428.60644,1
-84.761758,31.186519,1.7,4.2,55.58,1813,713284.509927,3452431.17423,1
-84.761766,31.186543,1.6,3.7,55.536,1814,713283.656562,3452433.76342,1
-84.761774,31.186567,1.4,3.6,55.498,1815,713282.831341,3452436.37536,1
-84.761782,31.18659,1.4,3.5,55.48,1816,713282.025857,3452438.95443,1
-84.76179,31.186613,1.6,3.1,55.476,1817,713281.202209,3452441.48877,1
-84.761797,31.186637,1.4,3.3,55.461,1818,713280.519736,3452444.11469,1
-84.761805,31.18666,1.2,3.2,55.472,1819,713279.648879,3452446.62589,1
-84.761813,31.186683,1.7,3.7,55.506,1820,713278.900361,3452449.2172,1
-84.76182,31.186706,1.7,4.0,55.507,1821,713278.094878,3452451.79627,1
-84.761828,31.18673,1.6,4.0,55.507,1822,713277.346585,3452454.37649,1
-84.761836,31.186753,1.7,3.4,55.516,1823,713276.513182,3452456.92172,1
-84.761844,31.186776,1.6,3.8,55.551,1824,713275.650961,3452459.47746,1
-84.761853,31.186799,1.9,4.1,55.596,1825,713274.778761,3452462.05518,1
-84.761861,31.186823,1.8,4.4,55.606,1826,713273.964198,3452464.61188,1
-84.761869,31.186846,1.9,5.2,55.615,1827,713273.130124,3452467.19037,1
-84.761878,31.186869,1.9,6.0,55.648,1828,713272.268129,3452469.73502,0
-84.761886,31.186893,2.0,6.2,55.685,1829,713271.405237,3452472.32402,0
-84.761895,31.186916,2.6,6.4,55.708,1830,713270.523507,3452474.90154,0
-84.761903,31.18694,3.3,7.3,55.73,1831,713269.746623,3452477.48119,0
