F1,F2,F3,F4,F5,ID,X,Y,Class
-84.761144,31.188572,2.6,7.0,52.238,4307,713338.377057,3452659.95853,1
-84.761151,31.188594,2.2,6.2,52.273,4308,713337.614185,3452662.31663,1
-84.761159,31.188615,2.7,7.2,52.277,4309,713336.832475,3452664.66326,1
-84.761167,31.18864,2.8,7.0,52.282,4310,713335.994805,3452667.41913,1
-84.761176,31.188666,2.4,6.8,52.299,4311,713335.078416,3452670.29542,1
-84.761186,31.188692,2.4,6.6,52.282,4312,713334.134782,3452673.10461,1
-84.761195,31.188717,2.3,6.4,52.286,4313,713333.218619,3452675.9698,1
-84.761204,31.188744,2.2,5.7,52.265,4314,713332.311763,3452678.84628,1
-84.761213,31.188769,2.0,5.3,52.233,4315,713331.349068,3452681.65508,1
-84.761222,31.188795,1.9,4.9,52.19,4316,713330.404538,3452684.50861,1
-84.761231,31.188821,1.8,4.7,52.186,4317,713329.50699,3452687.39637,1
-84.76124,31.188847,1.7,3.8,52.19,4318,713328.619871,3452690.23998,1
-84.761249,31.188873,1.3,3.9,52.165,4319,713327.723222,3452693.08339,1
-84.761258,31.188899,1.5,3.6,52.134,4320,713326.788449,3452695.92603,1
-84.761267,31.188924,1.5,3.2,52.129,4321,713325.863432,3452698.75777,1
-84.761276,31.18895,1.6,3.1,52.141,4322,713324.957926,3452701.56773,1
-84.761285,31.188976,1.2,2.8,52.17,4323,713324.032686,3452704.41056,1
-84.761294,31.189001,1.4,2.8,52.134,4324,713323.136263,3452707.24289,1
-84.761303,31.189027,1.4,2.9,52.146,4325,713322.23031,3452710.07502,1
-84.761312,31.189053,1.4,2.7,52.149,4326,713321.314826,3452712.90696,1
-84.761321,31.189079,1.5,2.8,52.137,4327,713320.351462,3452715.74902,1
-84.76133,31.189104,1.4,3.2,52.115,4328,713319.435755,3452718.59205,1
-84.761339,31.18913,1.4,3.4,52.101,4329,713318.548417,3452721.44674,1
-84.761348,31.189156,1.6,3.3,52.093,4330,713317.623403,3452724.27848,1
-84.761357,31.189182,1.4,3.2,52.09,4331,713316.669348,3452727.13182,1
-84.761366,31.189207,1.2,3.1,52.075,4332,713315.792216,3452729.95345,1
-84.761375,31.189233,1.4,3.2,52.044,4333,713314.848366,3452732.77372,1
-84.761384,31.189259,1.6,3.7,52.049,4334,713313.942417,3452735.60585,1
-84.761393,31.189284,1.5,3.5,52.056,4335,713313.065285,3452738.42748,1
-84.761402,31.18931,1.3,3.7,52.045,4336,713312.14005,3452741.27031,1
-84.761411,31.189336,1.3,3.6,52.073,4337,713311.234326,3452744.09136,1
-84.76142,31.189362,1.3,3.7,52.049,4338,713310.337685,3452746.93477,1
-84.761429,31.189387,1.3,3.6,52.025,4339,713309.40292,3452749.77741,1
-84.761438,31.189413,1.6,3.2,52.009,4340,713308.4963,3452752.6428,1
-84.761447,31.189439,1.9,4.0,51.962,4341,713307.580822,3452755.47474,1
-84.761456,31.189465,1.8,4.1,51.946,4342,713306.646059,3452758.31738,1
-84.761465,31.18949,1.8,4.0,51.902,4343,713305.7215,3452761.12696,1
-84.761474,31.189516,1.8,3.8,51.902,4344,713304.816003,3452763.93692,1
-84.761483,31.189541,1.5,4.1,51.93,4345,713303.920712,3452766.71381,1
-84.761492,31.189566,1.8,4.3,51.943,4346,713303.006583,3452769.47923,1
-84.761501,31.189591,1.9,4.3,51.956,4347,713302.101986,3452772.24484,1
-84.761509,31.189617,2.0,3.8,51.986,4348,713301.206471,3452775.03282,1
-84.761519,31.189642,2.0,3.7,52.037,4349,713300.272383,3452777.8422,1
-84.761528,31.189668,2.2,3.6,52.081,4350,713299.346705,3452780.70721,1
-84.761537,31.189694,2.9,4.0,52.091,4351,713298.401966,3452783.57183,1
-84.761544,31.189715,2.1,3.5,52.057,4352,713297.648415,3452785.94121,1
-84.761552,31.189736,2.4,3.8,52.016,4353,713296.886906,3452788.2328,1
-84.761558,31.189754,3.0,3.9,52.082,4354,713296.26489,3452790.22774,1
-84.761564,31.189773,3.0,3.6,52.099,4355,713295.632895,3452792.24466,1
-84.761571,31.189791,2.9,3.4,52.116,4356,713294.962552,3452794.27189,1
-84.761577,31.189808,3.6,2.9,52.098,4357,713294.380457,3452796.17891,1
-84.761584,31.189829,2.5,3.3,52.154,4358,713293.627806,3452798.50394,1
-84.761592,31.189851,2.3,3.0,52.188,4359,713292.817745,3452800.83891,1
-84.761599,31.189871,2.2,3.1,52.188,4360,713292.123178,3452803.12075,1
-84.761607,31.189895,2.0,3.0,52.227,4361,713291.287547,3452805.77685,1
-84.761616,31.189921,1.6,3.0,52.255,4362,713290.343933,3452808.58604,1
-84.761625,31.189946,1.7,3.1,52.283,4363,713289.4482,3452811.38511,1
-84.761634,31.189972,1.7,2.9,52.349,4364,713288.571079,3452814.20673,1
-84.761643,31.189997,2.1,2.8,52.363,4365,713287.647202,3452816.98305,1
-84.761652,31.190023,2.2,3.1,52.412,4366,713286.742163,3452819.77083,1
-84.761661,31.190048,2.4,3.6,52.463,4367,713285.818062,3452822.55823,1
-84.76167,31.190073,2.6,4.2,52.531,4368,713284.884206,3452825.35653,1
-84.761679,31.190099,3.1,4.5,52.605,4369,713283.960106,3452828.14393,1
-84.761688,31.190124,3.2,5.3,52.66,4370,713283.073906,3452830.94319,1
-84.761696,31.190147,3.3,5.4,52.688,4371,713282.279545,3452833.44484,1
-84.761702,31.190167,3.4,6.3,52.74,4372,713281.565696,3452835.73739,1
-84.76171,31.190189,4.1,6.9,52.794,4373,713280.832112,3452838.06281,0
-84.761717,31.19021,4.4,8.1,52.885,4374,713280.068813,3452840.44309,0
-84.761726,31.190235,4.6,8.3,52.891,4375,713279.155818,3452843.15308,0
-84.761735,31.19026,6.0,9.8,52.964,4376,713278.221516,3452845.97355,0
-84.761744,31.190286,5.8,8.9,53.084,4377,713277.30695,3452848.76114,0
-84.761753,31.190311,6.4,9.5,53.137,4378,713276.429386,3452851.60494,0
-84.761762,31.190337,5.9,9.9,53.205,4379,713275.504842,3452854.41452,0
-84.761771,31.190362,6.3,8.5,53.281,4380,713274.580297,3452857.22409,0
-84.76178,31.190388,6.6,9.7,53.356,4381,713273.685019,3452860.00099,0
-84.761789,31.190413,6.3,7.7,53.446,4382,713272.751618,3452862.77711,0
-84.761798,31.190438,5.5,8.2,53.579,4383,713271.855219,3452865.60944,0
-84.761807,31.190464,5.3,7.0,53.66,4384,713270.922267,3452868.36339,0
-84.761816,31.190489,6.3,7.5,53.771,4385,713270.035624,3452871.18482,0
-84.761825,31.190515,5.5,7.4,53.87,4386,713269.149206,3452873.99517,0
-84.761833,31.19054,5.9,7.8,53.99,4387,713268.243951,3452876.79404,0
-84.761843,31.190566,5.5,6.5,54.085,4388,713267.299899,3452879.62541,0
-84.76186,31.190617,4.4,6.0,54.184,4389,713265.496902,3452885.32313,0
-84.761869,31.190643,6.9,7.3,54.19,4390,713264.639304,3452888.12297,0
-84.761878,31.190669,7.2,7.3,54.248,4391,713263.741786,3452891.01073,0
-84.761887,31.190694,5.5,6.7,54.24,4392,713262.846289,3452893.79872,0
-84.761896,31.19072,5.8,6.8,54.291,4393,713261.883851,3452896.59643,0
-84.761905,31.190745,4.9,5.7,54.309,4394,713260.921862,3452899.37198,0
-84.761914,31.19077,6.4,7.1,54.404,4395,713260.025917,3452902.18213,0
-84.761922,31.190797,7.3,8.4,54.42,4396,713259.242998,3452905.06113,0
-84.761932,31.190822,5.5,6.2,54.503,4397,713258.203641,3452907.89056,0
-84.761941,31.190848,8.1,10.2,54.551,4398,713257.287738,3452910.74468,0
-84.761951,31.190875,7.4,10.2,54.557,4399,713256.332365,3452913.66454,0
-84.76196,31.1909,7.1,9.3,54.524,4400,713255.379237,3452916.47354,0
-84.761969,31.190926,6.9,8.9,54.556,4401,713254.472193,3452919.36111,0
-84.761978,31.190953,6.7,8.3,54.558,4402,713253.57468,3452922.24888,0
-84.761987,31.190978,6.7,9.6,54.53,4403,713252.63086,3452925.06915,0
-84.761996,31.191004,5.5,11.7,54.527,4404,713251.667529,3452927.91122,0
-84.762005,31.191029,5.4,13.7,54.481,4405,713250.771364,3452930.73246,0
-84.762014,31.191056,4.6,10.8,54.486,4406,713249.893139,3452933.60953,0
-84.762024,31.191081,3.4,9.4,54.448,4407,713248.901666,3452936.42884,0
-84.762032,31.191107,2.5,7.6,54.42,4408,713248.052483,3452939.28431,0
-84.762041,31.191133,2.4,7.1,54.394,4409,713247.107768,3452942.14893,0
-84.76205,31.191159,2.4,6.1,54.348,4410,713246.229545,3452945.026,0
-84.76206,31.191185,2.1,5.0,54.271,4411,713245.256911,3452947.85678,1
-84.762068,31.191211,1.8,5.3,54.249,4412,713244.340789,3452950.72199,1
-84.762078,31.191237,2.2,5.6,54.199,4413,713243.386769,3452953.57533,1
-84.762087,31.191263,2.5,5.0,54.14,4414,713242.480852,3452956.40747,1
-84.762096,31.191288,1.7,4.4,54.124,4415,713241.526833,3452959.26082,1
-84.762105,31.191314,1.8,4.1,54.046,4416,713240.630224,3452962.10423,1
-84.762114,31.19134,1.6,3.9,54.023,4417,713239.685961,3452964.94669,1
-84.762123,31.191366,1.8,3.9,53.974,4418,713238.798435,3452967.81247,1
-84.762132,31.191392,1.4,3.4,53.915,4419,713237.863927,3452970.64403,1
-84.762141,31.191418,1.6,3.1,53.874,4420,713236.938727,3452973.48687,1
-84.76215,31.191444,1.4,3.2,53.812,4421,713236.031916,3452976.36335,1
-84.762159,31.191469,1.3,3.2,53.736,4422,713235.106717,3452979.20619,1
-84.762169,31.191496,1.6,3.3,53.708,4423,713234.161559,3452982.09299,1
-84.762178,31.191521,1.3,3.2,53.635,4424,713233.236585,3452984.92474,1
-84.762186,31.191547,1.3,3.0,53.618,4425,713232.367675,3452987.81309,1
-84.762196,31.191573,1.4,3.3,53.555,4426,713231.404578,3452990.64407,1
-84.762205,31.191599,1.7,3.7,53.533,4427,713230.498667,3452993.47621,1
-84.762213,31.191625,1.5,3.9,53.496,4428,713229.602287,3452996.30854,1
-84.762223,31.19165,1.9,4.7,53.474,4429,713228.629661,3452999.13932,1
-84.762232,31.191676,2.2,4.6,53.416,4430,713227.742589,3453001.98293,1
-84.762241,31.191702,2.1,4.7,53.414,4431,713226.8267,3453004.83705,1
-84.76225,31.191728,2.3,4.6,53.366,4432,713225.891525,3453007.70187,1
-84.762259,31.191754,2.4,5.3,53.347,4433,713224.985392,3453010.5451,1
-84.762268,31.19178,2.4,5.3,53.32,4434,713224.050667,3453013.38775,1
-84.762277,31.191806,3.0,5.3,53.295,4435,713223.114821,3453016.28583,1
-84.762286,31.191832,2.9,5.2,53.234,4436,713222.199159,3453019.12886,1
-84.762295,31.191858,2.7,5.6,53.204,4437,713221.254455,3453021.99349,1
-84.762305,31.191883,3.0,5.7,53.145,4438,713220.320181,3453024.81396,1
-84.762314,31.191909,2.8,6.1,53.086,4439,713219.38501,3453027.67878,1
-84.762323,31.191935,2.9,5.8,53.101,4440,713218.487962,3453030.54437,1
-84.762332,31.191961,3.7,6.5,53.05,4441,713217.543933,3453033.37574,0
-84.762341,31.191987,3.7,6.9,52.991,4442,713216.637356,3453036.24114,0
-84.762349,31.192013,3.9,6.7,52.914,4443,713215.769126,3453039.09622,0
-84.762358,31.192039,3.6,6.5,52.833,4444,713214.85257,3453041.9836,0
-84.762368,31.192065,3.3,6.8,52.788,4445,713213.860216,3453044.84727,0
-84.762378,31.192091,3.3,5.9,52.707,4446,713212.897352,3453047.66716,1
-84.762386,31.192117,3.3,5.9,52.597,4447,713212.010063,3453050.52186,1
-84.762395,31.192142,2.6,5.3,52.536,4448,713211.103712,3453053.37617,1
-84.762404,31.192168,2.7,6.3,52.481,4449,713210.197362,3453056.23049,1
-84.762413,31.192194,2.2,4.8,52.388,4450,713209.263092,3453059.05096,1
-84.762422,31.19222,1.9,4.8,52.366,4451,713208.376029,3453061.89457,1
-84.762431,31.192246,1.8,3.8,52.312,4452,713207.498048,3453064.76055,1
-84.76244,31.192271,1.6,3.4,52.261,4453,713206.56378,3453067.58103,1
-84.762449,31.192297,1.6,3.1,52.199,4454,713205.611123,3453070.36785,1
-84.762458,31.192323,1.3,2.8,52.146,4455,713204.724062,3453073.21147,1
-84.762467,31.192349,1.0,2.3,52.13,4456,713203.807959,3453076.07667,1
-84.762476,31.192374,1.0,2.2,52.062,4457,713202.883448,3453078.88625,1
-84.762485,31.1924,1.2,2.5,52.016,4458,713201.97755,3453081.71839,1
-84.762494,31.192425,1.2,2.5,51.916,4459,713201.06257,3453084.52817,1
-84.762503,31.192451,1.1,2.4,51.887,4460,713200.166204,3453087.3605,1
-84.762512,31.192477,1.2,2.1,51.857,4461,713199.193816,3453090.1802,1
-84.762521,31.192502,0.9,1.9,51.843,4462,713198.278165,3453093.02324,1
-84.76253,31.192528,1.0,2.0,51.771,4463,713197.353657,3453095.83282,1
-84.762539,31.192553,0.9,2.0,51.731,4464,713196.486333,3453098.64356,1
-84.762548,31.192579,1.2,2.6,51.739,4465,713195.533009,3453101.46365,1
-84.762558,31.192604,1.1,2.4,51.669,4466,713194.58944,3453104.27284,1
-84.762566,31.19263,1.0,2.8,51.65,4467,713193.721893,3453107.09467,1
-84.762575,31.192656,0.9,2.4,51.618,4468,713192.796938,3453109.92642,1
-84.762583,31.19268,1.3,2.7,51.594,4469,713192.009676,3453112.55023,1
-84.762591,31.192701,1.2,2.6,51.527,4470,713191.200104,3453114.86303,1
-84.762599,31.192722,1.3,2.7,51.538,4471,713190.418452,3453117.20966,1
-84.762606,31.192743,1.4,3.1,51.523,4472,713189.655861,3453119.55668,1
-84.762614,31.192764,1.5,3.5,51.487,4473,713188.903474,3453121.87064,1
-84.76262,31.192782,1.7,3.7,51.477,4474,713188.253126,3453123.85392,1
-84.762626,31.1928,2.0,3.8,51.447,4475,713187.669492,3453125.83855,1
-84.762631,31.192818,2.1,3.7,51.464,4476,713187.076777,3453127.80081,1
-84.762635,31.192836,2.1,4.1,51.474,4477,713186.712126,3453129.80096,1
-84.762633,31.192854,2.0,5.1,51.444,4478,713186.815155,3453131.7773,1
-84.762627,31.192871,2.3,5.2,51.461,4479,713187.348188,3453133.70689,1
-84.762615,31.192886,2.5,5.5,51.422,4480,713188.448918,3453135.38177,1
-84.762599,31.192898,3.3,5.8,51.403,4481,713189.956668,3453136.73215,1
-84.76258,31.192905,3.7,6.2,51.411,4482,713191.800129,3453137.51257,1
-84.762559,31.192907,3.9,5.3,51.374,4483,713193.787564,3453137.77461,1
-84.762538,31.192903,2.7,6.4,51.365,4484,713195.777134,3453137.45995,1
-84.762519,31.192896,1.4,4.5,51.359,4485,713197.585738,3453136.6647,1
-84.762503,31.192884,1.6,4.2,51.335,4486,713199.156638,3453135.36553,1
-84.762491,31.19287,2.3,4.3,51.312,4487,713200.379837,3453133.81531,1
-84.762477,31.19285,1.9,3.8,51.435,4488,713201.729297,3453131.67981,1
-84.762468,31.192829,1.3,3.5,51.412,4489,713202.683178,3453129.30339,1
-84.762458,31.192804,1.3,3.5,51.428,4490,713203.653769,3453126.57238,1
-84.762449,31.192778,1.7,3.8,51.466,4491,713204.558767,3453123.78459,1
-84.76244,31.192753,1.5,3.3,51.493,4492,713205.426316,3453120.96276,1
-84.762432,31.192727,1.3,3.1,51.491,4493,713206.255742,3453118.14017,1
-84.762424,31.192702,1.2,2.8,51.508,4494,713207.142128,3453115.32982,1
-84.762415,31.192676,1.2,2.9,51.507,4495,713208.057108,3453112.52004,1
-84.762405,31.192649,1.4,2.9,51.52,4496,713209.014249,3453109.51148,1
-84.762395,31.192619,1.3,2.8,51.54,4497,713210.091144,3453106.23915,1
-84.762384,31.192589,1.4,3.1,51.571,4498,713211.178917,3453102.90049,1
-84.762373,31.192559,1.8,3.6,51.638,4499,713212.256936,3453099.57272,1
-84.762363,31.192529,1.6,3.4,51.674,4500,713213.315669,3453096.25566,1
-84.762352,31.192499,1.5,3.4,51.767,4501,713214.393464,3453092.93898,1
-84.762342,31.192469,1.5,3.6,51.797,4502,713215.480342,3453089.64466,1
-84.762331,31.192439,1.6,3.1,51.891,4503,713216.567894,3453086.31709,1
-84.762321,31.192409,1.7,4.0,51.94,4504,713217.635711,3453083.02239,1
-84.76231,31.192379,2.3,4.7,52.001,4505,713218.703754,3453079.71661,1
-84.762299,31.192349,2.6,5.1,52.085,4506,713219.810144,3453076.40051,1
-84.762289,31.192318,2.3,5.6,52.154,4507,713220.859126,3453073.09434,1
-84.762278,31.192288,2.8,6.0,52.229,4508,713221.975049,3453069.77843,1
-84.762267,31.192258,3.3,6.9,52.316,4509,713223.034012,3453066.45028,0
-84.762257,31.192228,3.1,6.0,52.368,4510,713224.054628,3453063.13244,1
-84.762246,31.192198,3.2,6.8,52.442,4511,713225.217981,3453059.82859,1
-84.762236,31.192168,3.5,7.5,52.536,4512,713226.266966,3453056.52242,0
-84.762225,31.192138,3.1,6.7,52.655,4513,713227.354973,3453053.17267,1
-84.762214,31.192108,3.4,6.9,52.702,4514,713228.460695,3453049.88983,0
-84.762204,31.192078,3.0,7.0,52.77,4515,713229.481762,3453046.54983,0
-84.762193,31.192047,3.3,7.0,52.843,4516,713230.559791,3453043.22206,0
-84.762183,31.192017,2.9,6.6,52.926,4517,713231.64735,3453039.89449,1
-84.762172,31.191987,2.5,6.0,52.986,4518,713232.763952,3453036.54532,1
-84.762161,31.191957,3.0,6.1,53.001,4519,713233.832452,3453033.21737,1
-84.76215,31.191926,2.4,5.9,53.02,4520,713234.939748,3453029.85692,1
-84.76214,31.191896,2.6,6.6,53.063,4521,713235.999391,3453026.49551,1
-84.762129,31.191865,2.4,5.8,53.097,4522,713237.078096,3453023.13449,1
-84.762118,31.191835,2.7,4.9,53.114,4523,713238.194027,3453019.81858,1
-84.762108,31.191804,2.4,5.3,53.136,4524,713239.263652,3453016.43519,1
-84.762097,31.191774,2.2,4.8,53.135,4525,713240.323073,3453013.08487,1
-84.762086,31.191744,2.7,4.9,53.158,4526,713241.458516,3453009.74717,1
-84.762076,31.191713,2.6,4.8,53.179,4527,713242.508183,3453006.40774,1
-84.762065,31.191683,2.1,4.8,53.18,4528,713243.576688,3453003.07979,1
-84.762055,31.191653,1.8,4.2,53.202,4529,713244.664479,3452999.74113,1
-84.762044,31.191623,1.9,3.8,53.249,4530,713245.74274,3452996.40228,1
-84.762034,31.191592,1.6,3.3,53.295,4531,713246.801267,3452993.09631,1
-84.762024,31.191562,1.6,3.2,53.32,4532,713247.812813,3452989.7561,1
-84.762013,31.191532,1.5,3.5,53.368,4533,713248.9292,3452986.41803,1
-84.762002,31.191502,1.5,3.8,53.393,4534,713250.007014,3452983.10135,1
-84.761991,31.191471,1.3,4.0,53.476,4535,713251.123402,3452979.76327,1
-84.761981,31.191442,1.4,4.4,53.527,4536,713252.172401,3452976.4571,1
-84.761971,31.191411,1.5,4.7,53.606,4537,713253.222073,3452973.11768,1
-84.76196,31.191381,1.5,4.4,53.643,4538,713254.261542,3452969.81132,1
-84.76195,31.191351,1.5,4.0,53.678,4539,713255.329829,3452966.49445,1
-84.761939,31.191321,1.7,4.5,53.714,4540,713256.464832,3452963.17893,1
-84.761928,31.191291,1.6,4.7,53.73,4541,713257.541753,3452959.9066,1
-84.761918,31.191261,1.7,5.0,53.765,4542,713258.553081,3452956.57749,1
-84.761908,31.191231,1.8,5.2,53.801,4543,713259.59345,3452953.22678,1
-84.761897,31.191201,1.8,6.6,53.834,4544,713260.738212,3452949.90037,1
-84.761886,31.19117,2.2,7.9,53.838,4545,713261.806726,3452946.57241,0
-84.761876,31.19114,3.1,8.4,53.887,4546,713262.856853,3452943.21081,0
-84.761864,31.19111,3.5,9.1,53.879,4547,713264.03929,3452939.90735,0
-84.761854,31.19108,3.6,7.7,53.89,4548,713265.108031,3452936.56831,0
-84.761843,31.191049,3.3,7.7,53.891,4549,713266.214896,3452933.23004,0
-84.761832,31.191019,4.3,9.8,53.887,4550,713267.264801,3452929.87952,0
-84.761822,31.190988,4.6,9.0,53.894,4551,713268.362585,3452926.51889,0
-84.761811,31.190958,5.7,8.5,53.904,4552,713269.459696,3452923.19151,0
-84.761801,31.190928,4.3,3.8,53.902,4553,713270.481459,3452919.81824,1
-84.76179,31.190897,4.0,8.8,53.876,4554,713271.589449,3452916.42454,0
-84.761779,31.190866,4.4,9.3,53.807,4555,713272.734441,3452913.08704,0
-84.761768,31.190836,5.2,9.5,53.788,4556,713273.841983,3452909.71551,0
-84.761757,31.190805,5.2,8.9,53.751,4557,713274.949526,3452906.34399,0
-84.761745,31.190775,4.1,7.5,53.711,4558,713276.16191,3452902.97458,0
-84.761735,31.190747,4.7,8.3,53.698,4559,713277.1488,3452899.91116,0
-84.761727,31.190721,5.2,8.2,53.637,4560,713277.99889,3452897.01135,0
-84.761718,31.190696,5.2,8.3,53.618,4561,713278.883514,3452894.2897,0
-84.761711,31.190674,5.4,7.1,53.481,4562,713279.647034,3452891.89833,0
-84.761698,31.190638,5.6,7.6,53.288,4564,713280.909888,3452887.91993,0
-84.761686,31.190604,0.3,7.4,53.146,4565,713282.176663,3452884.21888,1
-84.761679,31.19059,5.7,8.2,53.094,4566,713282.885902,3452882.62499,0
-84.761672,31.190575,6.0,10.0,53.111,4567,713283.568568,3452880.93075,0
-84.761665,31.190556,5.4,9.0,53.044,4568,713284.267499,3452878.90409,0
-84.761658,31.190535,5.9,7.7,52.99,4569,713284.992224,3452876.54521,0
-84.761649,31.190511,5.7,4.7,52.93,4570,713285.855769,3452873.92296,1
-84.76164,31.190485,4.8,9.1,52.86,4571,713286.819561,3452871.05872,0
-84.761631,31.190459,4.2,9.7,52.818,4572,713287.706882,3452868.20403,0
-84.761623,31.190433,3.6,9.0,52.774,4573,713288.594652,3452865.32716,0
-84.761614,31.190407,3.1,8.5,52.705,4574,713289.481974,3452862.47247,0
-84.761605,31.190381,2.9,6.8,52.646,4575,713290.360213,3452859.59541,1
-84.761596,31.190355,2.5,5.5,52.556,4576,713291.322886,3452856.7866,1
-84.761587,31.190329,2.0,4.1,52.634,4577,713292.173207,3452853.8757,1
-84.761579,31.190303,1.9,3.6,52.556,4578,713293.060755,3452851.00992,1
-84.76157,31.190278,1.9,2.7,52.521,4579,713293.928118,3452848.19919,1
-84.761562,31.190251,1.9,2.7,52.435,4580,713294.749848,3452845.28772,1
-84.761552,31.190225,1.7,2.4,52.386,4581,713295.732033,3452842.45713,1
-84.761544,31.1902,1.8,2.6,52.34,4582,713296.646829,3452839.65844,1
-84.761531,31.190174,2.0,2.3,52.106,4583,713297.867066,3452836.84377,1
-84.761521,31.190145,1.8,2.4,52.063,4584,713298.914294,3452833.6263,1
-84.76151,31.190116,1.6,2.5,52.036,4585,713300.009851,3452830.37653,1
-84.761499,31.190085,1.6,2.1,51.974,4586,713301.097674,3452827.03788,1
-84.761489,31.190055,1.5,2.2,51.921,4587,713302.156679,3452823.70973,1
-84.761478,31.190025,1.3,2.0,51.877,4588,713303.244951,3452820.34891,1
-84.761467,31.189995,1.5,2.1,51.814,4589,713304.351613,3452817.02173,1
-84.761457,31.189964,1.3,2.1,51.764,4590,713305.401538,3452813.67122,1
-84.761447,31.189934,1.3,2.1,51.735,4591,713306.469403,3452810.37653,1
-84.761436,31.189904,1.8,2.2,51.744,4592,713307.528636,3452807.03729,1
-84.761425,31.189874,1.9,2.6,51.738,4593,713308.645055,3452803.69922,1
-84.761415,31.189844,2.0,2.5,51.718,4594,713309.722004,3452800.4269,1
-84.761404,31.189813,1.9,2.6,51.701,4595,713310.763748,3452797.00967,1
-84.761394,31.189783,1.7,2.7,51.662,4596,713311.850902,3452793.70428,1
-84.761383,31.189753,1.9,3.0,51.719,4597,713312.946915,3452790.43234,1
-84.761372,31.189723,2.0,3.3,51.693,4598,713314.015009,3452787.12657,1
-84.761362,31.189693,1.9,3.0,51.634,4599,713315.093308,3452783.78772,1
-84.761351,31.189662,1.9,3.2,51.633,4600,713316.181588,3452780.4269,1
-84.761341,31.189632,1.7,3.4,51.587,4601,713317.222212,3452777.06511,1
-84.76133,31.189602,1.8,3.2,51.511,4602,713318.30937,3452773.75972,1
-84.76132,31.189572,1.3,2.8,51.478,4603,713319.311423,3452770.41933,1
-84.76131,31.189542,1.4,2.8,51.466,4604,713320.417196,3452767.1365,1
-84.761299,31.189512,1.8,3.6,51.495,4605,713321.514336,3452763.80913,1
-84.761289,31.189481,1.7,3.3,51.498,4606,713322.544534,3452760.49149,1
-84.761278,31.189451,1.8,3.5,51.512,4607,713323.63192,3452757.17501,1
-84.761268,31.189421,1.7,3.6,51.538,4608,713324.681182,3452753.85777,1
-84.761257,31.189391,1.4,3.7,51.527,4609,713325.758813,3452750.55218,1
-84.761246,31.189362,1.4,3.5,51.55,4610,713326.855058,3452747.26916,1
-84.761236,31.189332,1.5,3.5,51.538,4611,713327.92316,3452743.96338,1
-84.761225,31.189301,1.3,3.1,51.589,4612,713328.991711,3452740.63543,1
-84.761215,31.189271,1.5,3.1,51.579,4613,713330.012607,3452737.30652,1
-84.761205,31.189241,1.4,2.8,51.62,4614,713331.090914,3452733.96768,1
-84.761194,31.189211,1.1,2.8,51.624,4615,713332.178305,3452730.6512,1
-84.761184,31.18918,1.2,3.2,51.661,4616,713333.228244,3452727.30069,1
-84.761173,31.18915,1.5,3.0,51.686,4617,713334.30588,3452723.99511,1
-84.761162,31.18912,1.2,2.9,51.716,4618,713335.38419,3452720.65627,1
-84.761152,31.18909,1.5,3.1,51.724,4619,713336.433907,3452717.31684,1
-84.761142,31.18906,1.4,2.8,51.738,4620,713337.51177,3452714.00017,1
-84.761131,31.18903,1.2,2.8,51.724,4621,713338.589408,3452710.69459,1
-84.761121,31.189,1.4,2.9,51.734,4622,713339.65774,3452707.37773,1
-84.76111,31.188969,1.4,3.2,51.756,4623,713340.698153,3452704.02703,1
-84.7611,31.188939,1.8,3.3,51.775,4624,713341.746975,3452700.73196,1
-84.761089,31.188909,2.1,4.0,51.798,4625,713342.852985,3452697.43804,1
-84.761078,31.188879,2.1,4.2,51.818,4626,713343.93085,3452694.12137,1
-84.761068,31.188849,2.0,5.0,51.868,4627,713345.009165,3452690.78253,1
-84.761057,31.188819,2.4,5.6,51.919,4628,713346.106319,3452687.45516,1
-84.761047,31.188788,2.4,5.9,51.967,4629,713347.166022,3452684.09376,1
-84.761036,31.188758,2.6,6.7,51.994,4630,713348.244563,3452680.74383,1
-84.761026,31.188727,2.7,6.9,52.012,4631,713349.322881,3452677.40499,1
-84.761014,31.188698,2.9,7.0,52.032,4632,713350.486082,3452674.11223,1
-84.761003,31.188667,3.2,7.7,52.015,4633,713351.564176,3452670.78448,0
-84.760994,31.188637,3.5,7.9,51.999,4634,713352.556939,3452667.43281,0
-84.760983,31.188607,3.8,8.1,51.995,4635,713353.673159,3452664.10583,0
-84.760972,31.188576,3.8,7.9,52.008,4636,713354.790502,3452660.72341,0
-84.760961,31.188545,3.6,8.0,51.987,4637,713355.908519,3452657.30774,0
-84.760951,31.188516,3.8,6.8,51.926,4638,713356.868875,3452654.14397,1
-84.760942,31.18849,4.2,5.9,51.854,4639,713357.813864,3452651.26826,1
-84.760933,31.188464,3.8,5.5,51.745,4640,713358.759078,3452648.38147,1
-84.760924,31.18844,4.5,6.5,51.618,4641,713359.64284,3452645.70417,1
-84.760917,31.188419,3.5,7.0,51.571,4642,713360.365348,3452643.45617,1
-84.76091,31.188401,0.7,4.3,51.483,4643,713361.036834,3452641.3735,1
-84.760904,31.188383,0.5,3.1,51.482,4644,713361.714932,3452639.43516,1
-84.760898,31.188368,0.2,2.0,51.451,4645,713362.234696,3452637.78198,1
-84.760894,31.188354,0.2,1.9,51.472,4646,713362.714314,3452636.22781,1
-84.760889,31.18834,1.4,4.9,51.416,4647,713363.232057,3452634.67442,1
