F1,F2,F3,F4,F5,ID,X,Y
-84.762694,31.189206,2.300000,5.300000,55.021000,"1926",713189.22212299996,3452727.24770999979
-84.762704,31.189235,1.900000,5.500000,54.991000,"1927",713188.22437199997,3452730.37746000011
-84.762714,31.189263,2.100000,5.300000,54.995000,"1928",713187.17874100001,3452733.51733000018
-84.762723,31.189292,2.000000,4.900000,54.942000,"1929",713186.22842199996,3452736.65913000004
-84.762733,31.189320,1.800000,5.100000,54.911000,"1930",713185.21138600004,3452739.79957999988
-84.762744,31.189348,2.000000,4.800000,54.927000,"1931",713184.16598100006,3452742.92835999979
-84.762754,31.189377,1.700000,4.300000,54.916000,"1932",713183.13033199997,3452746.04626000021
-84.762764,31.189405,1.800000,5.000000,54.863000,"1933",713182.13303200004,3452749.15383000020
-84.762773,31.189433,1.900000,4.900000,54.809000,"1934",713181.13528399996,3452752.28358000005
-84.762783,31.189462,2.000000,5.500000,54.779000,"1935",713180.16635499999,3452755.40281999996
-84.762793,31.189490,1.900000,4.900000,54.734000,"1936",713179.13093200000,3452758.50963000022
-84.762803,31.189518,1.600000,4.200000,54.650000,"1937",713178.16177899996,3452761.63995000022
-84.762812,31.189547,1.500000,4.100000,54.605000,"1938",713177.17311600002,3452764.79206999997
-84.762822,31.189575,1.600000,3.800000,54.573000,"1939",713176.19398400001,3452767.94437999977
-84.762832,31.189604,1.800000,3.900000,54.532000,"1940",713175.13950100006,3452771.05079999985
-84.762842,31.189632,1.300000,3.700000,54.509000,"1941",713174.12224599998,3452774.20233999984
-84.762852,31.189661,1.500000,3.400000,54.455000,"1942",713173.09590900003,3452777.33150999993
-84.762862,31.189689,1.300000,2.900000,54.373000,"1943",713172.14514899999,3452780.49548000004
-84.762872,31.189718,1.500000,2.600000,54.341000,"1944",713171.15716099995,3452783.61433999985
-84.762881,31.189746,1.500000,2.800000,54.327000,"1945",713170.15986799996,3452786.72191999992
-84.762891,31.189774,1.800000,3.400000,54.301000,"1946",713169.12400199997,3452789.85089999996
-84.762901,31.189801,2.200000,4.300000,54.265000,"1947",713168.14027700003,3452792.75909999991
-84.762909,31.189824,2.900000,4.900000,54.275000,"1948",713167.35435200005,3452795.31638999982
-84.762917,31.189847,2.500000,4.700000,54.230000,"1949",713166.53030200000,3452797.87290999992
-84.762925,31.189871,3.100000,5.600000,54.234000,"1950",713165.69559999998,3452800.48466000007
-84.762933,31.189894,3.100000,5.500000,54.208000,"1951",713164.87087900005,3452803.07444000011
-84.762941,31.189917,3.500000,6.000000,54.175000,"1952",713164.03729899996,3452805.63076000009
-84.762951,31.189941,3.900000,6.000000,54.174000,"1953",713163.11771599995,3452808.19644000009
-84.762959,31.189964,2.800000,5.100000,54.204000,"1954",713162.27438199997,3452810.76365000010
-84.762968,31.189987,3.100000,4.700000,54.203000,"1955",713161.35479999997,3452813.32933000010
-84.762976,31.190011,2.600000,4.200000,54.262000,"1956",713160.49240500003,3452815.89616000000
-84.762985,31.190034,2.700000,4.400000,54.244000,"1957",713159.67788900004,3452818.45287000015
-84.762992,31.190057,2.600000,4.600000,54.257000,"1958",713158.87268000003,3452821.02086000005
-84.763001,31.190080,1.900000,4.200000,54.266000,"1959",713158.02004099998,3452823.57679999992
-84.763008,31.190104,2.200000,3.900000,54.291000,"1960",713157.24297799997,3452826.16753999982
-84.763018,31.190130,1.900000,3.500000,54.260000,"1961",713156.29715899995,3452829.08760000020
-84.763028,31.190158,1.800000,3.800000,54.305000,"1962",713155.27172800002,3452832.17242999980
-84.763037,31.190186,2.200000,4.700000,54.316000,"1963",713154.28419799998,3452835.26911000023
-84.763047,31.190215,2.600000,6.100000,54.368000,"1964",713153.32458799996,3452838.39963999996
-84.763057,31.190243,2.500000,6.200000,54.373000,"1965",713152.34681400005,3452841.48542999988
-84.763066,31.190271,2.600000,6.100000,54.402000,"1966",713151.34908199997,3452844.61518000020
-84.763076,31.190299,2.600000,6.700000,54.416000,"1967",713150.35179800005,3452847.72275999980
-84.763086,31.190328,3.000000,8.300000,54.452000,"1968",713149.38310800004,3452850.83091000002
-84.763095,31.190356,3.000000,7.300000,54.486000,"1969",713148.45231800003,3452853.95092999982
-84.763104,31.190384,2.300000,7.100000,54.514000,"1970",713147.50269100000,3452857.05947000021
-84.763114,31.190412,3.000000,7.100000,54.573000,"1971",713146.48679600004,3452860.14448999986
-84.763124,31.190440,2.000000,5.400000,54.560000,"1972",713145.51900400000,3452863.20830000006
-84.763135,31.190468,1.600000,5.000000,54.637000,"1973",713144.38963600004,3452866.24666000018
-84.763145,31.190495,1.500000,3.900000,54.669000,"1974",713143.38349799998,3452869.32078000018
-84.763154,31.190524,1.400000,4.400000,54.726000,"1975",713142.44362799998,3452872.41843000008
-84.763164,31.190551,1.400000,4.200000,54.746000,"1976",713141.38052899996,3452875.48031000001
-84.763173,31.190579,1.400000,4.300000,54.788000,"1977",713140.44066099997,3452878.57795999991
-84.763183,31.190608,1.400000,4.100000,54.814000,"1978",713139.43340300000,3452881.70752000017
-84.763192,31.190636,1.500000,3.900000,54.848000,"1979",713138.51259699999,3452884.80555999978
-84.763202,31.190664,1.600000,3.600000,54.890000,"1980",713137.51554499997,3452887.90205000015
-84.763211,31.190692,1.800000,4.500000,54.934000,"1981",713136.58498499996,3452891.01097999979
-84.763221,31.190721,1.700000,4.100000,54.988000,"1982",713135.60632200004,3452894.14111999981
-84.763231,31.190749,2.000000,4.900000,55.015000,"1983",713134.62855699996,3452897.22691000020
-84.763240,31.190777,2.100000,5.600000,55.064000,"1984",713133.66963000002,3452900.32416999992
-84.763250,31.190805,1.900000,5.300000,55.145000,"1985",713132.65351700003,3452903.42028000019
-84.763259,31.190833,2.100000,6.000000,55.127000,"1986",713131.72340799996,3452906.50702999998
-84.763269,31.190861,2.200000,6.200000,55.190000,"1987",713130.70707300003,3452909.61422999995
-84.763279,31.190889,1.900000,5.800000,55.204000,"1988",713129.69073799998,3452912.72141999984
-84.763289,31.190917,2.000000,5.600000,55.250000,"1989",713128.70299599995,3452915.82920000004
-84.763299,31.190946,2.400000,7.100000,55.244000,"1990",713127.69641800004,3452918.92549999990
-84.763308,31.190974,2.300000,7.100000,55.264000,"1991",713126.70890099998,3452922.02217999985
-84.763318,31.191002,2.600000,7.700000,55.328000,"1992",713125.72138500004,3452925.11886999989
-84.763328,31.191030,2.500000,7.400000,55.340000,"1993",713124.70527699997,3452928.21498000016
-84.763337,31.191058,2.200000,6.800000,55.379000,"1994",713123.74590600003,3452931.33441000013
-84.763347,31.191086,2.200000,6.100000,55.388000,"1995",713122.72049300000,3452934.41924000019
-84.763358,31.191114,1.800000,5.100000,55.414000,"1996",713121.66603800002,3452937.52566999989
-84.763367,31.191143,1.900000,4.900000,55.455000,"1997",713120.69691399997,3452940.65599999996
-84.763377,31.191171,1.500000,4.200000,55.468000,"1998",713119.68058399996,3452943.76318999985
-84.763387,31.191199,1.500000,4.400000,55.470000,"1999",713118.70237800002,3452946.87116000010
-84.763397,31.191228,1.500000,4.500000,55.450000,"2000",713117.69490799995,3452950.01181000005
-84.763406,31.191256,1.800000,4.900000,55.427000,"2001",713116.73486800003,3452953.16451000003
-84.763416,31.191285,1.800000,6.100000,55.399000,"2002",713115.72739799996,3452956.30515999999
-84.763426,31.191313,1.900000,5.500000,55.359000,"2003",713114.72923599998,3452959.45708000008
-84.763436,31.191342,1.800000,5.400000,55.333000,"2004",713113.75035999995,3452962.59830999980
-84.763445,31.191370,2.200000,5.200000,55.276000,"2005",713112.76195299998,3452965.73933999985
-84.763455,31.191399,2.000000,4.600000,55.261000,"2006",713111.74495500000,3452968.87980000023
-84.763465,31.191427,2.100000,4.900000,55.236000,"2007",713110.73793599999,3452971.99827999994
-84.763475,31.191455,1.900000,4.100000,55.191000,"2008",713109.76948999998,3452975.09535000008
-84.763485,31.191483,2.200000,4.400000,55.223000,"2009",713108.72457299998,3452978.20196999982
-84.763495,31.191512,2.700000,4.400000,55.184000,"2010",713107.71755599999,3452981.32043999992
-84.763505,31.191540,2.800000,4.200000,55.170000,"2011",713106.71962200000,3452984.46127999993
-84.763514,31.191568,3.300000,5.100000,55.137000,"2012",713105.74119900004,3452987.58033999987
-84.763524,31.191597,3.900000,5.600000,55.089000,"2013",713104.78161299997,3452990.71085999999
-84.763533,31.191625,4.200000,5.600000,55.071000,"2014",713103.84109000000,3452993.84177999990
-84.763542,31.191654,4.500000,6.600000,55.057000,"2015",713102.91895600001,3452997.00632999977
-84.763552,31.191682,4.400000,6.300000,55.018000,"2016",713101.92102400004,3453000.14717999985
-84.763561,31.191711,4.700000,6.400000,54.965000,"2017",713100.96099199995,3453003.29987999983
-84.763571,31.191740,4.700000,7.000000,54.900000,"2018",713099.96261299995,3453006.46289000008
-84.763580,31.191768,3.900000,8.500000,54.826000,"2019",713099.03184700001,3453009.58290999988
-84.763589,31.191796,3.200000,8.500000,54.764000,"2020",713098.10108199995,3453012.70293000014
-84.763597,31.191821,2.600000,7.400000,54.650000,"2021",713097.32202500000,3453015.39344999986
-84.763603,31.191842,2.500000,5.800000,54.555000,"2022",713096.63547300000,3453017.75310999993
-84.763609,31.191860,2.600000,4.700000,54.530000,"2023",713096.09020099998,3453019.72742999997
-84.763614,31.191876,2.000000,3.500000,54.489000,"2024",713095.56735400006,3453021.53582999995
-84.763619,31.191893,1.700000,3.400000,54.442000,"2025",713095.00638399995,3453023.34346000012
-84.763625,31.191909,1.800000,3.200000,54.405000,"2026",713094.47400599997,3453025.15167000005
-84.763630,31.191926,1.600000,2.500000,54.340000,"2027",713093.92234299995,3453026.97057999996
-84.763633,31.191942,1.600000,2.400000,54.284000,"2028",713093.54201099998,3453028.80404999992
-84.763636,31.191959,1.600000,2.400000,54.250000,"2029",713093.30396799999,3453030.67366999993
-84.763638,31.191975,1.500000,2.700000,54.204000,"2030",713093.00167699996,3453032.41997999977
-84.763644,31.191990,1.400000,2.700000,54.196000,"2031",713092.40549899999,3453034.08271000022
-84.763653,31.192007,1.700000,2.900000,54.241000,"2032",713091.52956499998,3453035.90615000017
-84.763663,31.192027,1.500000,2.900000,54.307000,"2033",713090.53051600000,3453038.15966999996
-84.763672,31.192050,1.700000,3.000000,54.338000,"2034",713089.62094599998,3453040.70336999977
-84.763681,31.192074,1.700000,3.100000,54.373000,"2035",713088.74927499995,3453043.25891999993
-84.763689,31.192097,1.500000,3.000000,54.374000,"2036",713087.95362699998,3453045.82710999995
-84.763697,31.192120,1.500000,3.200000,54.370000,"2037",713087.08218100003,3453048.37158000004
-84.763705,31.192143,1.800000,3.300000,54.370000,"2038",713086.23887899995,3453050.93880000012
-84.763713,31.192167,1.700000,3.600000,54.336000,"2039",713085.42372199998,3453053.52877999982
-84.763721,31.192190,2.200000,4.400000,54.323000,"2040",713084.62785100006,3453056.10804999992
-84.763729,31.192214,2.500000,5.600000,54.318000,"2041",713083.78410199995,3453058.69743999979
-84.763738,31.192237,2.600000,4.800000,54.321000,"2042",713082.96917000005,3453061.27632999979
-84.763745,31.192261,2.400000,5.500000,54.312000,"2043",713082.15423800005,3453063.85521999979
-84.763754,31.192284,3.100000,6.300000,54.294000,"2044",713081.32046900003,3453066.42262999993
-84.763762,31.192308,3.500000,6.700000,54.280000,"2045",713080.51417200000,3453069.04606000008
-84.763770,31.192331,3.600000,5.200000,54.239000,"2046",713079.64205699996,3453071.62379000010
-84.763779,31.192355,4.900000,7.300000,54.207000,"2047",713078.76971799997,3453074.21260999981
-84.763788,31.192378,5.300000,8.300000,54.165000,"2048",713077.88762399997,3453076.81232000003
-84.763796,31.192402,5.200000,7.500000,54.123000,"2049",713076.99599900004,3453079.41184000019
-84.763804,31.192425,5.600000,7.400000,54.048000,"2050",713076.23735800001,3453082.03623000020
-84.763813,31.192449,6.200000,8.500000,53.994000,"2051",713075.31691800000,3453084.64625999983
-84.763820,31.192473,4.500000,6.300000,53.907000,"2052",713074.55782900006,3453087.29283000017
-84.763828,31.192494,4.700000,8.300000,53.808000,"2053",713073.76711899997,3453089.61709999992
-84.763835,31.192515,5.000000,8.400000,53.759000,"2054",713073.01632599998,3453091.85345999990
-84.763841,31.192531,3.700000,6.500000,53.686000,"2055",713072.45558700000,3453093.64999999991
-84.763846,31.192547,5.500000,8.800000,53.605000,"2056",713071.89484800003,3453095.44654999999
-84.763851,31.192564,6.200000,9.200000,53.523000,"2057",713071.38109000004,3453097.27730999980
-84.763854,31.192581,8.900000,11.900000,53.426000,"2058",713071.12399100000,3453099.14655000018
-84.763852,31.192598,8.300000,10.600000,53.411000,"2059",713071.25787600002,3453101.01260000002
-84.763847,31.192613,8.900000,10.400000,53.323000,"2060",713071.71804900002,3453102.77432999993
-84.763835,31.192627,6.000000,9.400000,53.231000,"2061",713072.75567200000,3453104.27045999980
-84.763820,31.192637,5.000000,8.300000,53.154000,"2062",713074.17149700003,3453105.45258999988
-84.763803,31.192646,4.400000,7.300000,53.101000,"2063",713075.77244099998,3453106.43881999981
-84.763785,31.192650,5.000000,7.600000,53.040000,"2064",713077.51556099998,3453106.99537000014
-84.763766,31.192650,5.900000,9.900000,53.050000,"2065",713079.31709699996,3453107.02070999984
-84.763749,31.192646,7.100000,9.700000,52.986000,"2066",713080.94651699997,3453106.59891999979
-84.763734,31.192637,8.400000,10.600000,52.994000,"2067",713082.37724900001,3453105.62963999994
-84.763725,31.192623,9.300000,11.300000,53.041000,"2068",713083.32471399999,3453104.04056000011
-84.763718,31.192603,9.000000,9.900000,53.138000,"2069",713083.97885499999,3453101.86879999982
-84.763714,31.192582,6.600000,8.100000,53.176000,"2070",713084.44596899999,3453099.51580000017
-84.763709,31.192558,6.500000,7.500000,53.246000,"2071",713085.01332400006,3453096.92081000004
-84.763703,31.192535,6.200000,7.200000,53.334000,"2072",713085.61880199995,3453094.32659999980
-84.763696,31.192511,4.900000,5.400000,53.428000,"2073",713086.33865000005,3453091.73469999991
-84.763689,31.192488,4.300000,5.100000,53.494000,"2074",713087.07643799996,3453089.19860999985
-84.763681,31.192465,5.000000,7.300000,53.553000,"2075",713087.88183900004,3453086.61952999979
-84.763673,31.192441,5.500000,8.200000,53.643000,"2076",713088.64934100001,3453084.02859999985
-84.763664,31.192418,4.800000,6.700000,53.709000,"2077",713089.55868400005,3453081.49599000020
-84.763656,31.192395,4.600000,7.000000,53.747000,"2078",713090.33549400000,3453078.91632999992
-84.763648,31.192372,4.500000,7.300000,53.791000,"2079",713091.15973299998,3453076.34872000013
-84.763640,31.192348,4.400000,8.100000,53.824000,"2080",713091.99350400001,3453073.78130999999
-84.763633,31.192325,4.100000,8.200000,53.868000,"2081",713092.78029400005,3453071.17966999998
-84.763624,31.192301,3.700000,7.000000,53.877000,"2082",713093.60453400004,3453068.61206000019
-84.763616,31.192278,2.900000,6.000000,53.887000,"2083",713094.45669499994,3453066.07829000009
-84.763608,31.192255,2.700000,6.700000,53.890000,"2084",713095.31838600000,3453063.54472000012
-84.763600,31.192232,1.900000,6.100000,53.938000,"2085",713096.04799300001,3453060.94192000013
-84.763593,31.192208,1.800000,5.500000,53.930000,"2086",713096.82458100002,3453058.37335000001
-84.763586,31.192185,1.600000,4.800000,53.949000,"2087",713097.56416700000,3453055.74857999990
-84.763578,31.192161,1.600000,4.500000,53.916000,"2088",713098.30308099999,3453053.15706000011
-84.763571,31.192137,1.400000,3.800000,53.913000,"2089",713099.05219900003,3453050.53248000005
-84.763563,31.192114,1.500000,3.200000,53.856000,"2090",713099.90503400005,3453047.96545000002
-84.763555,31.192094,1.200000,2.500000,53.831000,"2091",713100.66469300003,3453045.76255000010
-84.763547,31.192074,1.500000,2.400000,53.778000,"2092",713101.48063999997,3453043.60515000019
-84.763539,31.192055,1.700000,2.800000,53.782000,"2093",713102.25846399995,3453041.44699000008
-84.763532,31.192035,2.000000,2.800000,53.726000,"2094",713103.01655399997,3453039.32170000020
-84.763525,31.192016,2.000000,3.500000,53.699000,"2095",713103.67911100003,3453037.20556000015
-84.763519,31.191997,1.600000,3.300000,53.666000,"2096",713104.31374999997,3453035.05559000000
-84.763510,31.191975,1.300000,3.000000,53.836000,"2097",713105.19248900004,3453032.62217999995
-84.763502,31.191951,1.800000,3.000000,53.814000,"2098",713106.04644800001,3453029.99972000020
-84.763493,31.191924,1.700000,3.000000,53.880000,"2099",713106.99403399997,3453026.99096000008
-84.763484,31.191896,1.600000,3.000000,53.934000,"2100",713107.94296599994,3453023.91567000002
-84.763474,31.191868,2.000000,4.400000,54.008000,"2101",713108.91096000001,3453020.84077000013
-84.763465,31.191840,2.800000,5.800000,54.045000,"2102",713109.86011699995,3453017.75439999998
-84.763455,31.191812,4.000000,8.000000,54.114000,"2103",713110.85647999996,3453014.69117000001
-84.763445,31.191784,4.400000,7.600000,54.200000,"2104",713111.84443399997,3453011.57231000019
-84.763435,31.191756,4.600000,8.000000,54.231000,"2105",713112.85100200004,3453008.47600999987
-84.763425,31.191727,4.200000,7.500000,54.273000,"2106",713113.84803999995,3453005.37950999988
-84.763416,31.191700,4.100000,6.800000,54.312000,"2107",713114.81603600003,3453002.30460999999
-84.763406,31.191672,4.200000,6.800000,54.376000,"2108",713115.85074999998,3452999.23106000014
-84.763396,31.191644,3.600000,6.000000,54.436000,"2109",713116.85664699995,3452996.16802000022
-84.763387,31.191616,3.800000,5.900000,54.478000,"2110",713117.78652199998,3452993.09235000005
-84.763377,31.191588,3.700000,6.200000,54.531000,"2111",713118.74499000004,3452990.01726000011
-84.763368,31.191560,4.000000,6.300000,54.593000,"2112",713119.67576300004,3452986.89723999985
-84.763359,31.191532,4.300000,6.600000,54.620000,"2113",713120.59610800003,3452983.82138000010
-84.763350,31.191504,4.100000,6.400000,54.671000,"2114",713121.55502600002,3452980.72411999991
-84.763340,31.191476,4.000000,6.500000,54.767000,"2115",713122.56114999996,3452977.64998999983
-84.763330,31.191448,3.900000,6.600000,54.838000,"2116",713123.53845800005,3452974.58637000015
-84.763320,31.191420,3.500000,7.400000,54.922000,"2117",713124.62060599995,3452971.52486999985
-84.763311,31.191392,3.400000,6.900000,54.962000,"2118",713125.56024000002,3452968.43831000011
-84.763301,31.191364,3.100000,8.200000,55.010000,"2119",713126.53822200000,3452965.34143000003
-84.763291,31.191336,3.000000,8.100000,55.104000,"2120",713127.49669499998,3452962.26634000009
-84.763282,31.191309,3.300000,7.800000,55.175000,"2121",713128.50259699998,3452959.20330000017
-84.763273,31.191280,3.000000,8.300000,55.241000,"2122",713129.38527199998,3452956.10448999982
-84.763264,31.191252,2.600000,7.000000,55.307000,"2123",713130.32513300003,3452953.00683999993
-84.763254,31.191224,2.400000,6.200000,55.338000,"2124",713131.32195500005,3452949.92144000018
-84.763244,31.191196,2.000000,5.600000,55.403000,"2125",713132.30061300006,3452946.79130000016
-84.763235,31.191168,2.100000,5.600000,55.415000,"2126",713133.26929199998,3452943.68313999986
-84.763225,31.191139,2.100000,6.200000,55.447000,"2127",713134.28629800002,3452940.54269000003
-84.763215,31.191111,2.200000,5.700000,55.438000,"2128",713135.29287799995,3452937.44639000017
-84.763205,31.191083,1.900000,7.000000,55.454000,"2129",713136.28106800001,3452934.31644000020
-84.763195,31.191054,2.300000,7.500000,55.406000,"2130",713137.32644500001,3452931.18765000021
-84.763185,31.191026,2.300000,8.000000,55.410000,"2131",713138.34323000000,3452928.05829000007
-84.763175,31.190998,2.200000,7.300000,55.390000,"2132",713139.34072900005,3452924.93961999984
-84.763165,31.190970,2.600000,7.500000,55.371000,"2133",713140.34731099999,3452921.84331999999
-84.763155,31.190942,2.000000,7.200000,55.346000,"2134",713141.37228200003,3452918.78066999977
-84.763145,31.190913,2.200000,7.200000,55.355000,"2135",713142.36047600000,3452915.65071999980
-84.763136,31.190885,2.300000,6.900000,55.320000,"2136",713143.33891499997,3452912.53166999994
-84.763126,31.190856,2.100000,7.200000,55.279000,"2137",713144.37498900003,3452909.39160000021
-84.763116,31.190828,1.900000,6.500000,55.231000,"2138",713145.37271499995,3452906.26184999989
-84.763106,31.190799,1.700000,6.200000,55.265000,"2139",713146.39040100004,3452903.08814000012
-84.763097,31.190771,1.700000,5.200000,55.175000,"2140",713147.35022899997,3452899.94652999984
-84.763087,31.190742,1.600000,5.300000,55.109000,"2141",713148.28168799996,3452896.79325000010
-84.763078,31.190714,1.700000,5.000000,55.064000,"2142",713149.26966200001,3452893.67438999983
-84.763068,31.190686,1.700000,4.600000,55.016000,"2143",713150.30484100000,3452890.57867000019
-84.763058,31.190657,1.900000,4.300000,55.000000,"2144",713151.30279500003,3452887.43783000018
-84.763047,31.190629,1.700000,4.700000,54.990000,"2145",713152.33864900004,3452884.30885000015
-84.763038,31.190601,1.700000,5.100000,54.927000,"2146",713153.30711299996,3452881.21178000001
-84.763028,31.190573,1.900000,5.300000,54.870000,"2147",713154.30439599999,3452878.10421000002
-84.763018,31.190544,2.100000,5.400000,54.847000,"2148",713155.34002700006,3452874.98631000007
-84.763008,31.190516,2.200000,4.900000,54.824000,"2149",713156.35659600003,3452871.86803000001
-84.762998,31.190488,2.400000,5.600000,54.785000,"2150",713157.34434900002,3452868.76025999989
-84.762989,31.190459,2.200000,6.100000,54.741000,"2151",713158.33255100006,3452865.63032000000
-84.762979,31.190431,2.200000,5.900000,54.718000,"2152",713159.35910200002,3452862.49006000021
-84.762969,31.190402,2.200000,6.000000,54.696000,"2153",713160.35705999995,3452859.34922000021
-84.762959,31.190374,2.000000,6.100000,54.646000,"2154",713161.37385600002,3452856.21986000007
-84.762948,31.190346,2.700000,5.700000,54.612000,"2155",713162.42832800001,3452853.11343999999
-84.762938,31.190317,2.300000,5.400000,54.560000,"2156",713163.49255700002,3452849.99611999979
-84.762928,31.190289,2.100000,5.900000,54.557000,"2157",713164.53817199997,3452846.85625000019
-84.762917,31.190261,2.300000,5.400000,54.485000,"2158",713165.56337999995,3452843.78250999982
-84.762907,31.190233,2.600000,6.700000,54.463000,"2159",713166.59856800002,3452840.68679000018
-84.762898,31.190205,1.900000,4.500000,54.413000,"2160",713167.54842600005,3452837.56716000009
-84.762888,31.190176,2.300000,6.500000,54.376000,"2161",713168.56500199996,3452834.44889000012
-84.762879,31.190148,2.400000,6.200000,54.355000,"2162",713169.50577900000,3452831.30689000012
-84.762868,31.190120,2.400000,6.100000,54.328000,"2163",713170.55050000001,3452828.21137000015
-84.762858,31.190091,2.900000,6.200000,54.275000,"2164",713171.56730200001,3452825.08199999994
-84.762848,31.190063,2.800000,5.500000,54.291000,"2165",713172.59363500006,3452821.95282999985
-84.762838,31.190035,2.600000,6.100000,54.257000,"2166",713173.64811299997,3452818.84641000023
-84.762828,31.190007,2.400000,5.500000,54.224000,"2167",713174.65448799997,3452815.76120000007
-84.762818,31.189978,2.400000,5.000000,54.218000,"2168",713175.69988500001,3452812.63241000008
-84.762807,31.189950,2.400000,4.500000,54.243000,"2169",713176.76411999995,3452809.51509999996
-84.762798,31.189922,2.600000,4.700000,54.203000,"2170",713177.69492100005,3452806.39508999977
-84.762788,31.189894,3.000000,4.600000,54.219000,"2171",713178.71127800003,3452803.28789999988
-84.762779,31.189865,3.300000,4.600000,54.195000,"2172",713179.67044899997,3452800.17955000000
-84.762769,31.189837,2.800000,4.800000,54.202000,"2173",713180.63915099995,3452797.07139999978
-84.762759,31.189809,2.800000,4.700000,54.225000,"2174",713181.63667200005,3452793.95273000002
-84.762750,31.189781,2.600000,4.600000,54.226000,"2175",713182.62443700002,3452790.84495999990
-84.762739,31.189753,2.700000,5.100000,54.259000,"2176",713183.65963400004,3452787.74924999988
-84.762730,31.189725,2.500000,5.000000,54.282000,"2177",713184.67576999997,3452784.65314000007
-84.762719,31.189697,2.200000,4.800000,54.288000,"2178",713185.73933699995,3452781.56908999989
-84.762709,31.189669,2.600000,5.100000,54.337000,"2179",713186.76477999997,3452778.48426999990
-84.762699,31.189640,2.500000,5.800000,54.355000,"2180",713187.74301700003,3452775.37631000020
-84.762689,31.189612,2.600000,6.000000,54.413000,"2181",713188.74962300004,3452772.28000999987
-84.762680,31.189584,2.400000,5.600000,54.452000,"2182",713189.71788200003,3452769.19402999990
-84.762670,31.189556,2.500000,5.600000,54.487000,"2183",713190.70497800002,3452766.11952000018
-84.762660,31.189528,3.000000,6.300000,54.516000,"2184",713191.71158600005,3452763.02322999993
-84.762650,31.189500,3.000000,6.100000,54.571000,"2185",713192.71819499996,3452759.92693000007
-84.762641,31.189472,3.400000,6.400000,54.606000,"2186",713193.68712799996,3452756.80769000016
-84.762631,31.189444,3.400000,6.500000,54.612000,"2187",713194.66514399997,3452753.71082000015
-84.762621,31.189415,3.700000,6.700000,54.662000,"2188",713195.70057200000,3452750.60400999989
-84.762611,31.189387,3.700000,6.800000,54.684000,"2189",713196.71693800006,3452747.49683000008
-84.762601,31.189359,3.700000,6.400000,54.709000,"2190",713197.71379299997,3452744.41141999979
-84.762591,31.189331,3.700000,7.100000,54.715000,"2191",713198.71065000002,3452741.32602000004
-84.762582,31.189303,3.500000,6.700000,54.752000,"2192",713199.68889300001,3452738.21805999987
-84.762572,31.189275,3.800000,6.900000,54.804000,"2193",713200.72454700002,3452735.10016999999
-84.762563,31.189247,3.800000,7.400000,54.820000,"2194",713201.66466699995,3452731.99144000001
-84.762552,31.189218,3.700000,7.000000,54.831000,"2195",713202.69101499999,3452728.86226999993
-84.762543,31.189190,3.600000,7.300000,54.811000,"2196",713203.67879200005,3452725.75450999988
-84.762533,31.189162,3.400000,7.000000,54.815000,"2197",713204.66656799999,3452722.64674000023
-84.762523,31.189133,3.400000,6.500000,54.812000,"2198",713205.66454999999,3452719.50590000022
-84.762513,31.189105,3.800000,7.400000,54.766000,"2199",713206.74719000002,3452716.42224000022
-84.762503,31.189077,3.900000,7.900000,54.762000,"2200",713207.71680299996,3452713.26973999990
-84.762493,31.189048,4.000000,8.000000,54.723000,"2201",713208.74293099996,3452710.15165999997
-84.762482,31.189020,4.100000,9.000000,54.689000,"2202",713209.80763199995,3452707.01217000000
-84.762473,31.188991,4.100000,8.100000,54.643000,"2203",713210.75818400003,3452703.85929000005
-84.762463,31.188963,3.800000,8.500000,54.580000,"2204",713211.75639300002,3452700.70736999996
-84.762453,31.188934,4.100000,9.900000,54.520000,"2205",713212.76368500001,3452697.57781000016
-84.762443,31.188906,4.200000,11.100000,54.429000,"2206",713213.78050800005,3452694.44845000003
-84.762433,31.188878,4.000000,9.400000,54.345000,"2207",713214.79733199999,3452691.31908999989
-84.762424,31.188849,4.200000,9.100000,54.248000,"2208",713215.79509399994,3452688.18934000004
-84.762414,31.188820,3.700000,9.600000,54.215000,"2209",713216.80283599999,3452685.03762000008
-84.762404,31.188792,3.600000,8.500000,54.111000,"2210",713217.75339199998,3452681.88473000005
-84.762395,31.188763,3.400000,8.000000,54.041000,"2211",713218.71325599996,3452678.74312999984
-84.762385,31.188735,3.200000,7.800000,53.960000,"2212",713219.70216200000,3452675.57993000001
-84.762376,31.188706,3.100000,7.500000,53.889000,"2213",713220.68108799995,3452672.43870999990
-84.762366,31.188678,3.000000,6.500000,53.823000,"2214",713221.68860899995,3452669.29807000002
-84.762356,31.188649,2.900000,6.500000,53.767000,"2215",713222.69635400001,3452666.14633999998
-84.762346,31.188621,2.800000,6.400000,53.676000,"2216",713223.68481400004,3452663.00530999992
-84.762337,31.188592,2.800000,5.600000,53.643000,"2217",713224.66419100005,3452659.84192000004
-84.762327,31.188563,3.800000,6.000000,53.548000,"2218",713225.62405800004,3452656.70031999983
-84.762317,31.188535,3.500000,6.500000,53.482000,"2219",713226.61251899996,3452653.55928999977
-84.762308,31.188506,3.300000,6.000000,53.424000,"2220",713227.60120399995,3452650.40718000010
-84.762298,31.188478,3.300000,6.400000,53.348000,"2221",713228.57038000005,3452647.27685000002
-84.762288,31.188450,3.400000,7.300000,53.318000,"2222",713229.58721100003,3452644.14748999989
